"","A19","A1J","AGQ","AGT","AJW","ASY","AZE","B5X","C3P","C8A","CAQ","CFR","CK7","CNS","CRM","CRN","CZE","D3H","D7G","D88","E09","E22","ED1","ETK","EV5","F32","F60","FBD","FEE","G6E","GDP","GS3","GYG","H1H","H71","H8T","HAS","HNS","HXU","J1N","JAM","JFJ","JSP","JVY","K3W","K7R","KGA","KKA","KMT","KU1","KUK","MC7","MCC","MP1","MTY","N06","N49","NA9","NCD","NE0","NG9","NQ5","NRM","NTK","NX0","P3N","PAK","Q1P","Q6C","QQ9","QZ7","R5F","R6N","RBV","RG0","RHW","RME","RRR","RT7","RZJ","S5P","S5T","S9D","SET","T7H","T81","T8Q","TDC","TXE","U1B","U8R","UCP","V3H","V9B","VVW","VZ2","W0K","W42","W86","W8A","WAB","WBA","WT8","WZV","X99","XA6","XBX","XED","XFV","XHN","XM8","XNG","XW3","XY3","XZQ","Y3C","Y4W","Y80","YDJ","YDY","YF0","YH4","YHV","YNV","YQN","Z3Q","Z4N","Z50","ZM9","ZQG","ZQU","ZRN","ZXH","ZYK","ZZS","YZF","RDQ","BUJ","C93","Q7R","ZNY","MC1","AK0","U8D","DGV","NC6","FPJ","XU0","G8F"
"RHW",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"RME",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"RRR",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"RT7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RZJ",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"S5P",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"S5T",-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,0,-1,-1,0,-1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,-1,0,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,1,0,1,-1,-1,-1,-1,0,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
"S9D",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"SET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T7H",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"T81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"T8Q",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"TDC",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"TXE",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"U1B",-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,0,-1,-1,0,-1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,-1,0,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,1,0,1,-1,-1,-1,-1,0,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
"U8R",-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,0,-1,-1,0,-1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,-1,0,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,1,0,1,-1,-1,-1,-1,0,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
"UCP",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"V3H",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"V9B",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"VVW",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"VZ2",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"W0K",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"W42",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"W86",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"W8A",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"WAB",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"WBA",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"WT8",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"WZV",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"X99",-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,0,-1,-1,0,-1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,-1,0,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,1,0,1,-1,-1,-1,-1,0,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
"XA6",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"XBX",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"XED",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"XFV",-1,-1,-1,1,-1,0,-1,-1,-1,1,-1,0,-1,-1,0,-1,1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,0,-1,0,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,0,1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,0,-1,-1,1,-1,0,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,0,1,0,1,-1,-1,-1,-1,0,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1
"XHN",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"XM8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"XNG",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"XW3",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
"XY3",1,1,1,-1,1,0,1,1,1,-1,1,0,1,1,0,1,-1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,-1,-1,-1,0,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,1,-1,1,-1,1,1,1,-1,1,1,1,0,1,1,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,0,1,1,1,1,0,-1,0,-1,1,1,1,1,0,1,1,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
