"","A19","A1J","AGQ","AGT","AJW","ASY","AZE","B5X","C3P","C8A","CAQ","CFR","CK7","CNS","CRM","CRN","CZE","D3H","D7G","D88","E09","E22","ED1","ETK","EV5","F32","F60","FBD","FEE","G6E","GDP","GS3","GYG","H1H","H71","H8T","HAS","HNS","HXU","J1N","JAM","JFJ","JSP","JVY","K3W","K7R","KGA","KKA","KMT","KU1","KUK","MC7","MCC","MP1","MTY","N06","N49","NA9","NCD","NE0","NG9","NQ5","NRM","NTK","NX0","P3N","PAK","Q1P","Q6C","QQ9","QZ7","R5F","R6N","RBV","RG0","RHW","RME","RRR","RT7","RZJ","S5P","S5T","S9D","SET","T7H","T81","T8Q","TDC","TXE","U1B","U8R","UCP","V3H","V9B","VVW","VZ2","W0K","W42","W86","W8A","WAB","WBA","WT8","WZV","X99","XA6","XBX","XED","XFV","XHN","XM8","XNG","XW3","XY3","XZQ","Y3C","Y4W","Y80","YDJ","YDY","YF0","YH4","YHV","YNV","YQN","Z3Q","Z4N","Z50","ZM9","ZQG","ZQU","ZRN","ZXH","ZYK","ZZS","YZF","RDQ","BUJ","C93","Q7R","ZNY","MC1","AK0","U8D","DGV","NC6","FPJ","XU0","G8F"
"GDP",8,1,0,4,8,0,2,2,4,8,1,3,11,2,2,3,3,2,2,1,8,8,3,8,3,2,1,2,14,3,0,10,8,0,2,3,8,3,3,12,8,10,3,3,12,6,0,3,2,3,3,2,2,2,1,6,11,2,2,10,2,0,1,2,3,3,8,2,3,8,8,1,2,3,8,2,3,8,3,2,8,2,1,2,8,3,2,3,13,13,13,6,1,2,3,0,1,3,1,8,3,3,3,3,8,6,3,6,2,1,3,2,2,6,8,2,3,7,2,1,0,8,8,3,3,2,8,10,15,3,8,12,10,0,3,12,2,10,1,3,6,2,10,3,4,3,8,1,2
"GS3",2,11,10,6,2,10,8,8,6,2,9,13,1,12,8,13,13,8,12,11,2,2,13,2,13,8,11,8,4,13,10,0,2,10,8,7,2,13,13,2,2,0,13,7,2,4,10,13,8,7,13,12,8,8,11,4,1,12,12,0,12,10,11,8,13,13,2,12,7,2,2,9,12,13,2,8,13,2,13,12,2,8,11,12,2,13,8,13,3,3,3,4,11,12,13,10,11,13,11,2,13,13,13,13,2,4,13,4,8,11,13,8,12,4,2,8,13,3,8,11,10,2,2,7,13,12,2,0,5,13,2,2,0,10,13,2,8,0,11,13,4,12,0,7,6,13,2,11,12
"GYG",0,9,8,4,0,8,6,6,4,0,7,11,3,10,6,11,11,6,10,9,0,0,11,0,11,6,9,6,6,11,8,2,0,8,6,5,0,11,11,4,0,2,11,5,4,2,8,11,6,5,11,10,6,6,9,2,3,10,10,2,10,8,9,6,11,11,0,10,5,0,0,7,10,11,0,6,11,0,11,10,0,6,9,10,0,11,6,11,5,5,5,2,9,10,11,8,9,11,9,0,11,11,11,11,0,2,11,2,6,9,11,6,10,2,0,6,11,1,6,9,8,0,0,5,11,10,0,2,7,11,0,4,2,8,11,4,6,2,9,11,2,10,2,5,4,11,0,9,10
"H1H",8,1,0,4,8,0,2,2,4,8,1,3,11,2,2,3,3,2,2,1,8,8,3,8,3,2,1,2,14,3,0,10,8,0,2,3,8,3,3,12,8,10,3,3,12,6,0,3,2,3,3,2,2,2,1,6,11,2,2,10,2,0,1,2,3,3,8,2,3,8,8,1,2,3,8,2,3,8,3,2,8,2,1,2,8,3,2,3,13,13,13,6,1,2,3,0,1,3,1,8,3,3,3,3,8,6,3,6,2,1,3,2,2,6,8,2,3,7,2,1,0,8,8,3,3,2,8,10,15,3,8,12,10,0,3,12,2,10,1,3,6,2,10,3,4,3,8,1,2
"H71",6,3,2,2,6,2,0,0,2,6,1,5,9,4,0,5,5,0,4,3,6,6,5,6,5,0,3,0,12,5,2,8,6,2,0,1,6,5,5,10,6,8,5,1,10,4,2,5,0,1,5,4,0,0,3,4,9,4,4,8,4,2,3,0,5,5,6,4,1,6,6,1,4,5,6,0,5,6,5,4,6,0,3,4,6,5,0,5,11,11,11,4,3,4,5,2,3,5,3,6,5,5,5,5,6,4,5,4,0,3,5,0,4,4,6,0,5,5,0,3,2,6,6,1,5,4,6,8,13,5,6,10,8,2,5,10,0,8,3,5,4,4,8,1,2,5,6,3,4
"H8T",5,4,3,1,5,3,1,1,1,5,2,6,8,5,1,6,6,1,5,4,5,5,6,5,6,1,4,1,11,6,3,7,5,3,1,0,5,6,6,9,5,7,6,0,9,3,3,6,1,0,6,5,1,1,4,3,8,5,5,7,5,3,4,1,6,6,5,5,0,5,5,2,5,6,5,1,6,5,6,5,5,1,4,5,5,6,1,6,10,10,10,3,4,5,6,3,4,6,4,5,6,6,6,6,5,3,6,3,1,4,6,1,5,3,5,1,6,4,1,4,3,5,5,0,6,5,5,7,12,6,5,9,7,3,6,9,1,7,4,6,3,5,7,0,1,6,5,4,5
"HAS",0,9,8,4,0,8,6,6,4,0,7,11,3,10,6,11,11,6,10,9,0,0,11,0,11,6,9,6,6,11,8,2,0,8,6,5,0,11,11,4,0,2,11,5,4,2,8,11,6,5,11,10,6,6,9,2,3,10,10,2,10,8,9,6,11,11,0,10,5,0,0,7,10,11,0,6,11,0,11,10,0,6,9,10,0,11,6,11,5,5,5,2,9,10,11,8,9,11,9,0,11,11,11,11,0,2,11,2,6,9,11,6,10,2,0,6,11,1,6,9,8,0,0,5,11,10,0,2,7,11,0,4,2,8,11,4,6,2,9,11,2,10,2,5,4,11,0,9,10
"HNS",11,2,3,7,11,3,5,5,7,11,4,0,14,1,5,0,0,5,1,2,11,11,0,11,0,5,2,5,17,0,3,13,11,3,5,6,11,0,0,15,11,13,0,6,15,9,3,0,5,6,0,1,5,5,2,9,14,1,1,13,1,3,2,5,0,0,11,1,6,11,11,4,1,0,11,5,0,11,0,1,11,5,2,1,11,0,5,0,16,16,16,9,2,1,0,3,2,0,2,11,0,0,0,0,11,9,0,9,5,2,0,5,1,9,11,5,0,10,5,2,3,11,11,6,0,1,11,13,18,0,11,15,13,3,0,15,5,13,2,0,9,1,13,6,7,0,11,2,1
"HXU",11,2,3,7,11,3,5,5,7,11,4,0,14,1,5,0,0,5,1,2,11,11,0,11,0,5,2,5,17,0,3,13,11,3,5,6,11,0,0,15,11,13,0,6,15,9,3,0,5,6,0,1,5,5,2,9,14,1,1,13,1,3,2,5,0,0,11,1,6,11,11,4,1,0,11,5,0,11,0,1,11,5,2,1,11,0,5,0,16,16,16,9,2,1,0,3,2,0,2,11,0,0,0,0,11,9,0,9,5,2,0,5,1,9,11,5,0,10,5,2,3,11,11,6,0,1,11,13,18,0,11,15,13,3,0,15,5,13,2,0,9,1,13,6,7,0,11,2,1
"J1N",4,13,12,8,4,12,10,10,8,4,11,15,1,14,10,15,15,10,14,13,4,4,15,4,15,10,13,10,2,15,12,2,4,12,10,9,4,15,15,0,4,2,15,9,0,6,12,15,10,9,15,14,10,10,13,6,1,14,14,2,14,12,13,10,15,15,4,14,9,4,4,11,14,15,4,10,15,4,15,14,4,10,13,14,4,15,10,15,1,1,1,6,13,14,15,12,13,15,13,4,15,15,15,15,4,6,15,6,10,13,15,10,14,6,4,10,15,5,10,13,12,4,4,9,15,14,4,2,3,15,4,0,2,12,15,0,10,2,13,15,6,14,2,9,8,15,4,13,14
"JAM",0,9,8,4,0,8,6,6,4,0,7,11,3,10,6,11,11,6,10,9,0,0,11,0,11,6,9,6,6,11,8,2,0,8,6,5,0,11,11,4,0,2,11,5,4,2,8,11,6,5,11,10,6,6,9,2,3,10,10,2,10,8,9,6,11,11,0,10,5,0,0,7,10,11,0,6,11,0,11,10,0,6,9,10,0,11,6,11,5,5,5,2,9,10,11,8,9,11,9,0,11,11,11,11,0,2,11,2,6,9,11,6,10,2,0,6,11,1,6,9,8,0,0,5,11,10,0,2,7,11,0,4,2,8,11,4,6,2,9,11,2,10,2,5,4,11,0,9,10
"JFJ",2,11,10,6,2,10,8,8,6,2,9,13,1,12,8,13,13,8,12,11,2,2,13,2,13,8,11,8,4,13,10,0,2,10,8,7,2,13,13,2,2,0,13,7,2,4,10,13,8,7,13,12,8,8,11,4,1,12,12,0,12,10,11,8,13,13,2,12,7,2,2,9,12,13,2,8,13,2,13,12,2,8,11,12,2,13,8,13,3,3,3,4,11,12,13,10,11,13,11,2,13,13,13,13,2,4,13,4,8,11,13,8,12,4,2,8,13,3,8,11,10,2,2,7,13,12,2,0,5,13,2,2,0,10,13,2,8,0,11,13,4,12,0,7,6,13,2,11,12
"JSP",11,2,3,7,11,3,5,5,7,11,4,0,14,1,5,0,0,5,1,2,11,11,0,11,0,5,2,5,17,0,3,13,11,3,5,6,11,0,0,15,11,13,0,6,15,9,3,0,5,6,0,1,5,5,2,9,14,1,1,13,1,3,2,5,0,0,11,1,6,11,11,4,1,0,11,5,0,11,0,1,11,5,2,1,11,0,5,0,16,16,16,9,2,1,0,3,2,0,2,11,0,0,0,0,11,9,0,9,5,2,0,5,1,9,11,5,0,10,5,2,3,11,11,6,0,1,11,13,18,0,11,15,13,3,0,15,5,13,2,0,9,1,13,6,7,0,11,2,1
"JVY",5,4,3,1,5,3,1,1,1,5,2,6,8,5,1,6,6,1,5,4,5,5,6,5,6,1,4,1,11,6,3,7,5,3,1,0,5,6,6,9,5,7,6,0,9,3,3,6,1,0,6,5,1,1,4,3,8,5,5,7,5,3,4,1,6,6,5,5,0,5,5,2,5,6,5,1,6,5,6,5,5,1,4,5,5,6,1,6,10,10,10,3,4,5,6,3,4,6,4,5,6,6,6,6,5,3,6,3,1,4,6,1,5,3,5,1,6,4,1,4,3,5,5,0,6,5,5,7,12,6,5,9,7,3,6,9,1,7,4,6,3,5,7,0,1,6,5,4,5
"K3W",4,13,12,8,4,12,10,10,8,4,11,15,1,14,10,15,15,10,14,13,4,4,15,4,15,10,13,10,2,15,12,2,4,12,10,9,4,15,15,0,4,2,15,9,0,6,12,15,10,9,15,14,10,10,13,6,1,14,14,2,14,12,13,10,15,15,4,14,9,4,4,11,14,15,4,10,15,4,15,14,4,10,13,14,4,15,10,15,1,1,1,6,13,14,15,12,13,15,13,4,15,15,15,15,4,6,15,6,10,13,15,10,14,6,4,10,15,5,10,13,12,4,4,9,15,14,4,2,3,15,4,0,2,12,15,0,10,2,13,15,6,14,2,9,8,15,4,13,14
"K7R",2,7,6,2,2,6,4,4,2,2,5,9,5,8,4,9,9,4,8,7,2,2,9,2,9,4,7,4,8,9,6,4,2,6,4,3,2,9,9,6,2,4,9,3,6,0,6,9,4,3,9,8,4,4,7,0,5,8,8,4,8,6,7,4,9,9,2,8,3,2,2,5,8,9,2,4,9,2,9,8,2,4,7,8,2,9,4,9,7,7,7,0,7,8,9,6,7,9,7,2,9,9,9,9,2,0,9,0,4,7,9,4,8,0,2,4,9,1,4,7,6,2,2,3,9,8,2,4,9,9,2,6,4,6,9,6,4,4,7,9,0,8,4,3,2,9,2,7,8
"KGA",8,1,0,4,8,0,2,2,4,8,1,3,11,2,2,3,3,2,2,1,8,8,3,8,3,2,1,2,14,3,0,10,8,0,2,3,8,3,3,12,8,10,3,3,12,6,0,3,2,3,3,2,2,2,1,6,11,2,2,10,2,0,1,2,3,3,8,2,3,8,8,1,2,3,8,2,3,8,3,2,8,2,1,2,8,3,2,3,13,13,13,6,1,2,3,0,1,3,1,8,3,3,3,3,8,6,3,6,2,1,3,2,2,6,8,2,3,7,2,1,0,8,8,3,3,2,8,10,15,3,8,12,10,0,3,12,2,10,1,3,6,2,10,3,4,3,8,1,2
"KKA",11,2,3,7,11,3,5,5,7,11,4,0,14,1,5,0,0,5,1,2,11,11,0,11,0,5,2,5,17,0,3,13,11,3,5,6,11,0,0,15,11,13,0,6,15,9,3,0,5,6,0,1,5,5,2,9,14,1,1,13,1,3,2,5,0,0,11,1,6,11,11,4,1,0,11,5,0,11,0,1,11,5,2,1,11,0,5,0,16,16,16,9,2,1,0,3,2,0,2,11,0,0,0,0,11,9,0,9,5,2,0,5,1,9,11,5,0,10,5,2,3,11,11,6,0,1,11,13,18,0,11,15,13,3,0,15,5,13,2,0,9,1,13,6,7,0,11,2,1
"KMT",6,3,2,2,6,2,0,0,2,6,1,5,9,4,0,5,5,0,4,3,6,6,5,6,5,0,3,0,12,5,2,8,6,2,0,1,6,5,5,10,6,8,5,1,10,4,2,5,0,1,5,4,0,0,3,4,9,4,4,8,4,2,3,0,5,5,6,4,1,6,6,1,4,5,6,0,5,6,5,4,6,0,3,4,6,5,0,5,11,11,11,4,3,4,5,2,3,5,3,6,5,5,5,5,6,4,5,4,0,3,5,0,4,4,6,0,5,5,0,3,2,6,6,1,5,4,6,8,13,5,6,10,8,2,5,10,0,8,3,5,4,4,8,1,2,5,6,3,4
"KU1",5,4,3,1,5,3,1,1,1,5,2,6,8,5,1,6,6,1,5,4,5,5,6,5,6,1,4,1,11,6,3,7,5,3,1,0,5,6,6,9,5,7,6,0,9,3,3,6,1,0,6,5,1,1,4,3,8,5,5,7,5,3,4,1,6,6,5,5,0,5,5,2,5,6,5,1,6,5,6,5,5,1,4,5,5,6,1,6,10,10,10,3,4,5,6,3,4,6,4,5,6,6,6,6,5,3,6,3,1,4,6,1,5,3,5,1,6,4,1,4,3,5,5,0,6,5,5,7,12,6,5,9,7,3,6,9,1,7,4,6,3,5,7,0,1,6,5,4,5
"KUK",11,2,3,7,11,3,5,5,7,11,4,0,14,1,5,0,0,5,1,2,11,11,0,11,0,5,2,5,17,0,3,13,11,3,5,6,11,0,0,15,11,13,0,6,15,9,3,0,5,6,0,1,5,5,2,9,14,1,1,13,1,3,2,5,0,0,11,1,6,11,11,4,1,0,11,5,0,11,0,1,11,5,2,1,11,0,5,0,16,16,16,9,2,1,0,3,2,0,2,11,0,0,0,0,11,9,0,9,5,2,0,5,1,9,11,5,0,10,5,2,3,11,11,6,0,1,11,13,18,0,11,15,13,3,0,15,5,13,2,0,9,1,13,6,7,0,11,2,1
"MC7",10,1,2,6,10,2,4,4,6,10,3,1,13,0,4,1,1,4,0,1,10,10,1,10,1,4,1,4,16,1,2,12,10,2,4,5,10,1,1,14,10,12,1,5,14,8,2,1,4,5,1,0,4,4,1,8,13,0,0,12,0,2,1,4,1,1,10,0,5,10,10,3,0,1,10,4,1,10,1,0,10,4,1,0,10,1,4,1,15,15,15,8,1,0,1,2,1,1,1,10,1,1,1,1,10,8,1,8,4,1,1,4,0,8,10,4,1,9,4,1,2,10,10,5,1,0,10,12,17,1,10,14,12,2,1,14,4,12,1,1,8,0,12,5,6,1,10,1,0
"MCC",6,3,2,2,6,2,0,0,2,6,1,5,9,4,0,5,5,0,4,3,6,6,5,6,5,0,3,0,12,5,2,8,6,2,0,1,6,5,5,10,6,8,5,1,10,4,2,5,0,1,5,4,0,0,3,4,9,4,4,8,4,2,3,0,5,5,6,4,1,6,6,1,4,5,6,0,5,6,5,4,6,0,3,4,6,5,0,5,11,11,11,4,3,4,5,2,3,5,3,6,5,5,5,5,6,4,5,4,0,3,5,0,4,4,6,0,5,5,0,3,2,6,6,1,5,4,6,8,13,5,6,10,8,2,5,10,0,8,3,5,4,4,8,1,2,5,6,3,4
"MP1",6,3,2,2,6,2,0,0,2,6,1,5,9,4,0,5,5,0,4,3,6,6,5,6,5,0,3,0,12,5,2,8,6,2,0,1,6,5,5,10,6,8,5,1,10,4,2,5,0,1,5,4,0,0,3,4,9,4,4,8,4,2,3,0,5,5,6,4,1,6,6,1,4,5,6,0,5,6,5,4,6,0,3,4,6,5,0,5,11,11,11,4,3,4,5,2,3,5,3,6,5,5,5,5,6,4,5,4,0,3,5,0,4,4,6,0,5,5,0,3,2,6,6,1,5,4,6,8,13,5,6,10,8,2,5,10,0,8,3,5,4,4,8,1,2,5,6,3,4
"MTY",9,0,1,5,9,1,3,3,5,9,2,2,12,1,3,2,2,3,1,0,9,9,2,9,2,3,0,3,15,2,1,11,9,1,3,4,9,2,2,13,9,11,2,4,13,7,1,2,3,4,2,1,3,3,0,7,12,1,1,11,1,1,0,3,2,2,9,1,4,9,9,2,1,2,9,3,2,9,2,1,9,3,0,1,9,2,3,2,14,14,14,7,0,1,2,1,0,2,0,9,2,2,2,2,9,7,2,7,3,0,2,3,1,7,9,3,2,8,3,0,1,9,9,4,2,1,9,11,16,2,9,13,11,1,2,13,3,11,0,2,7,1,11,4,5,2,9,0,1
"N06",2,7,6,2,2,6,4,4,2,2,5,9,5,8,4,9,9,4,8,7,2,2,9,2,9,4,7,4,8,9,6,4,2,6,4,3,2,9,9,6,2,4,9,3,6,0,6,9,4,3,9,8,4,4,7,0,5,8,8,4,8,6,7,4,9,9,2,8,3,2,2,5,8,9,2,4,9,2,9,8,2,4,7,8,2,9,4,9,7,7,7,0,7,8,9,6,7,9,7,2,9,9,9,9,2,0,9,0,4,7,9,4,8,0,2,4,9,1,4,7,6,2,2,3,9,8,2,4,9,9,2,6,4,6,9,6,4,4,7,9,0,8,4,3,2,9,2,7,8
"N49",3,12,11,7,3,11,9,9,7,3,10,14,0,13,9,14,14,9,13,12,3,3,14,3,14,9,12,9,3,14,11,1,3,11,9,8,3,14,14,1,3,1,14,8,1,5,11,14,9,8,14,13,9,9,12,5,0,13,13,1,13,11,12,9,14,14,3,13,8,3,3,10,13,14,3,9,14,3,14,13,3,9,12,13,3,14,9,14,2,2,2,5,12,13,14,11,12,14,12,3,14,14,14,14,3,5,14,5,9,12,14,9,13,5,3,9,14,4,9,12,11,3,3,8,14,13,3,1,4,14,3,1,1,11,14,1,9,1,12,14,5,13,1,8,7,14,3,12,13
"NA9",10,1,2,6,10,2,4,4,6,10,3,1,13,0,4,1,1,4,0,1,10,10,1,10,1,4,1,4,16,1,2,12,10,2,4,5,10,1,1,14,10,12,1,5,14,8,2,1,4,5,1,0,4,4,1,8,13,0,0,12,0,2,1,4,1,1,10,0,5,10,10,3,0,1,10,4,1,10,1,0,10,4,1,0,10,1,4,1,15,15,15,8,1,0,1,2,1,1,1,10,1,1,1,1,10,8,1,8,4,1,1,4,0,8,10,4,1,9,4,1,2,10,10,5,1,0,10,12,17,1,10,14,12,2,1,14,4,12,1,1,8,0,12,5,6,1,10,1,0
"NCD",10,1,2,6,10,2,4,4,6,10,3,1,13,0,4,1,1,4,0,1,10,10,1,10,1,4,1,4,16,1,2,12,10,2,4,5,10,1,1,14,10,12,1,5,14,8,2,1,4,5,1,0,4,4,1,8,13,0,0,12,0,2,1,4,1,1,10,0,5,10,10,3,0,1,10,4,1,10,1,0,10,4,1,0,10,1,4,1,15,15,15,8,1,0,1,2,1,1,1,10,1,1,1,1,10,8,1,8,4,1,1,4,0,8,10,4,1,9,4,1,2,10,10,5,1,0,10,12,17,1,10,14,12,2,1,14,4,12,1,1,8,0,12,5,6,1,10,1,0
"NE0",2,11,10,6,2,10,8,8,6,2,9,13,1,12,8,13,13,8,12,11,2,2,13,2,13,8,11,8,4,13,10,0,2,10,8,7,2,13,13,2,2,0,13,7,2,4,10,13,8,7,13,12,8,8,11,4,1,12,12,0,12,10,11,8,13,13,2,12,7,2,2,9,12,13,2,8,13,2,13,12,2,8,11,12,2,13,8,13,3,3,3,4,11,12,13,10,11,13,11,2,13,13,13,13,2,4,13,4,8,11,13,8,12,4,2,8,13,3,8,11,10,2,2,7,13,12,2,0,5,13,2,2,0,10,13,2,8,0,11,13,4,12,0,7,6,13,2,11,12
"NG9",10,1,2,6,10,2,4,4,6,10,3,1,13,0,4,1,1,4,0,1,10,10,1,10,1,4,1,4,16,1,2,12,10,2,4,5,10,1,1,14,10,12,1,5,14,8,2,1,4,5,1,0,4,4,1,8,13,0,0,12,0,2,1,4,1,1,10,0,5,10,10,3,0,1,10,4,1,10,1,0,10,4,1,0,10,1,4,1,15,15,15,8,1,0,1,2,1,1,1,10,1,1,1,1,10,8,1,8,4,1,1,4,0,8,10,4,1,9,4,1,2,10,10,5,1,0,10,12,17,1,10,14,12,2,1,14,4,12,1,1,8,0,12,5,6,1,10,1,0
"NQ5",8,1,0,4,8,0,2,2,4,8,1,3,11,2,2,3,3,2,2,1,8,8,3,8,3,2,1,2,14,3,0,10,8,0,2,3,8,3,3,12,8,10,3,3,12,6,0,3,2,3,3,2,2,2,1,6,11,2,2,10,2,0,1,2,3,3,8,2,3,8,8,1,2,3,8,2,3,8,3,2,8,2,1,2,8,3,2,3,13,13,13,6,1,2,3,0,1,3,1,8,3,3,3,3,8,6,3,6,2,1,3,2,2,6,8,2,3,7,2,1,0,8,8,3,3,2,8,10,15,3,8,12,10,0,3,12,2,10,1,3,6,2,10,3,4,3,8,1,2
"NRM",9,0,1,5,9,1,3,3,5,9,2,2,12,1,3,2,2,3,1,0,9,9,2,9,2,3,0,3,15,2,1,11,9,1,3,4,9,2,2,13,9,11,2,4,13,7,1,2,3,4,2,1,3,3,0,7,12,1,1,11,1,1,0,3,2,2,9,1,4,9,9,2,1,2,9,3,2,9,2,1,9,3,0,1,9,2,3,2,14,14,14,7,0,1,2,1,0,2,0,9,2,2,2,2,9,7,2,7,3,0,2,3,1,7,9,3,2,8,3,0,1,9,9,4,2,1,9,11,16,2,9,13,11,1,2,13,3,11,0,2,7,1,11,4,5,2,9,0,1
"NTK",6,3,2,2,6,2,0,0,2,6,1,5,9,4,0,5,5,0,4,3,6,6,5,6,5,0,3,0,12,5,2,8,6,2,0,1,6,5,5,10,6,8,5,1,10,4,2,5,0,1,5,4,0,0,3,4,9,4,4,8,4,2,3,0,5,5,6,4,1,6,6,1,4,5,6,0,5,6,5,4,6,0,3,4,6,5,0,5,11,11,11,4,3,4,5,2,3,5,3,6,5,5,5,5,6,4,5,4,0,3,5,0,4,4,6,0,5,5,0,3,2,6,6,1,5,4,6,8,13,5,6,10,8,2,5,10,0,8,3,5,4,4,8,1,2,5,6,3,4
"NX0",11,2,3,7,11,3,5,5,7,11,4,0,14,1,5,0,0,5,1,2,11,11,0,11,0,5,2,5,17,0,3,13,11,3,5,6,11,0,0,15,11,13,0,6,15,9,3,0,5,6,0,1,5,5,2,9,14,1,1,13,1,3,2,5,0,0,11,1,6,11,11,4,1,0,11,5,0,11,0,1,11,5,2,1,11,0,5,0,16,16,16,9,2,1,0,3,2,0,2,11,0,0,0,0,11,9,0,9,5,2,0,5,1,9,11,5,0,10,5,2,3,11,11,6,0,1,11,13,18,0,11,15,13,3,0,15,5,13,2,0,9,1,13,6,7,0,11,2,1
"P3N",11,2,3,7,11,3,5,5,7,11,4,0,14,1,5,0,0,5,1,2,11,11,0,11,0,5,2,5,17,0,3,13,11,3,5,6,11,0,0,15,11,13,0,6,15,9,3,0,5,6,0,1,5,5,2,9,14,1,1,13,1,3,2,5,0,0,11,1,6,11,11,4,1,0,11,5,0,11,0,1,11,5,2,1,11,0,5,0,16,16,16,9,2,1,0,3,2,0,2,11,0,0,0,0,11,9,0,9,5,2,0,5,1,9,11,5,0,10,5,2,3,11,11,6,0,1,11,13,18,0,11,15,13,3,0,15,5,13,2,0,9,1,13,6,7,0,11,2,1
"PAK",0,9,8,4,0,8,6,6,4,0,7,11,3,10,6,11,11,6,10,9,0,0,11,0,11,6,9,6,6,11,8,2,0,8,6,5,0,11,11,4,0,2,11,5,4,2,8,11,6,5,11,10,6,6,9,2,3,10,10,2,10,8,9,6,11,11,0,10,5,0,0,7,10,11,0,6,11,0,11,10,0,6,9,10,0,11,6,11,5,5,5,2,9,10,11,8,9,11,9,0,11,11,11,11,0,2,11,2,6,9,11,6,10,2,0,6,11,1,6,9,8,0,0,5,11,10,0,2,7,11,0,4,2,8,11,4,6,2,9,11,2,10,2,5,4,11,0,9,10
"Q1P",10,1,2,6,10,2,4,4,6,10,3,1,13,0,4,1,1,4,0,1,10,10,1,10,1,4,1,4,16,1,2,12,10,2,4,5,10,1,1,14,10,12,1,5,14,8,2,1,4,5,1,0,4,4,1,8,13,0,0,12,0,2,1,4,1,1,10,0,5,10,10,3,0,1,10,4,1,10,1,0,10,4,1,0,10,1,4,1,15,15,15,8,1,0,1,2,1,1,1,10,1,1,1,1,10,8,1,8,4,1,1,4,0,8,10,4,1,9,4,1,2,10,10,5,1,0,10,12,17,1,10,14,12,2,1,14,4,12,1,1,8,0,12,5,6,1,10,1,0
"Q6C",5,4,3,1,5,3,1,1,1,5,2,6,8,5,1,6,6,1,5,4,5,5,6,5,6,1,4,1,11,6,3,7,5,3,1,0,5,6,6,9,5,7,6,0,9,3,3,6,1,0,6,5,1,1,4,3,8,5,5,7,5,3,4,1,6,6,5,5,0,5,5,2,5,6,5,1,6,5,6,5,5,1,4,5,5,6,1,6,10,10,10,3,4,5,6,3,4,6,4,5,6,6,6,6,5,3,6,3,1,4,6,1,5,3,5,1,6,4,1,4,3,5,5,0,6,5,5,7,12,6,5,9,7,3,6,9,1,7,4,6,3,5,7,0,1,6,5,4,5
"QQ9",0,9,8,4,0,8,6,6,4,0,7,11,3,10,6,11,11,6,10,9,0,0,11,0,11,6,9,6,6,11,8,2,0,8,6,5,0,11,11,4,0,2,11,5,4,2,8,11,6,5,11,10,6,6,9,2,3,10,10,2,10,8,9,6,11,11,0,10,5,0,0,7,10,11,0,6,11,0,11,10,0,6,9,10,0,11,6,11,5,5,5,2,9,10,11,8,9,11,9,0,11,11,11,11,0,2,11,2,6,9,11,6,10,2,0,6,11,1,6,9,8,0,0,5,11,10,0,2,7,11,0,4,2,8,11,4,6,2,9,11,2,10,2,5,4,11,0,9,10
"QZ7",0,9,8,4,0,8,6,6,4,0,7,11,3,10,6,11,11,6,10,9,0,0,11,0,11,6,9,6,6,11,8,2,0,8,6,5,0,11,11,4,0,2,11,5,4,2,8,11,6,5,11,10,6,6,9,2,3,10,10,2,10,8,9,6,11,11,0,10,5,0,0,7,10,11,0,6,11,0,11,10,0,6,9,10,0,11,6,11,5,5,5,2,9,10,11,8,9,11,9,0,11,11,11,11,0,2,11,2,6,9,11,6,10,2,0,6,11,1,6,9,8,0,0,5,11,10,0,2,7,11,0,4,2,8,11,4,6,2,9,11,2,10,2,5,4,11,0,9,10
"R5F",7,2,1,3,7,1,1,1,3,7,0,4,10,3,1,4,4,1,3,2,7,7,4,7,4,1,2,1,13,4,1,9,7,1,1,2,7,4,4,11,7,9,4,2,11,5,1,4,1,2,4,3,1,1,2,5,10,3,3,9,3,1,2,1,4,4,7,3,2,7,7,0,3,4,7,1,4,7,4,3,7,1,2,3,7,4,1,4,12,12,12,5,2,3,4,1,2,4,2,7,4,4,4,4,7,5,4,5,1,2,4,1,3,5,7,1,4,6,1,2,1,7,7,2,4,3,7,9,14,4,7,11,9,1,4,11,1,9,2,4,5,3,9,2,3,4,7,2,3
"R6N",10,1,2,6,10,2,4,4,6,10,3,1,13,0,4,1,1,4,0,1,10,10,1,10,1,4,1,4,16,1,2,12,10,2,4,5,10,1,1,14,10,12,1,5,14,8,2,1,4,5,1,0,4,4,1,8,13,0,0,12,0,2,1,4,1,1,10,0,5,10,10,3,0,1,10,4,1,10,1,0,10,4,1,0,10,1,4,1,15,15,15,8,1,0,1,2,1,1,1,10,1,1,1,1,10,8,1,8,4,1,1,4,0,8,10,4,1,9,4,1,2,10,10,5,1,0,10,12,17,1,10,14,12,2,1,14,4,12,1,1,8,0,12,5,6,1,10,1,0
"RBV",11,2,3,7,11,3,5,5,7,11,4,0,14,1,5,0,0,5,1,2,11,11,0,11,0,5,2,5,17,0,3,13,11,3,5,6,11,0,0,15,11,13,0,6,15,9,3,0,5,6,0,1,5,5,2,9,14,1,1,13,1,3,2,5,0,0,11,1,6,11,11,4,1,0,11,5,0,11,0,1,11,5,2,1,11,0,5,0,16,16,16,9,2,1,0,3,2,0,2,11,0,0,0,0,11,9,0,9,5,2,0,5,1,9,11,5,0,10,5,2,3,11,11,6,0,1,11,13,18,0,11,15,13,3,0,15,5,13,2,0,9,1,13,6,7,0,11,2,1
