"","AB9","AJJ","AMU","AY9","B7D","BFX","C23","CHC","CKE","D34","DSD","DUB","DWH","DY7","DYG","E1F","ERD","F06","F3C","F6V","FCZ","FF2","FKB","G0A","GC2","GEB","GKN","H7Z","HAF","HAN","JAX","JEB","JGV","JPE","JUS","JZU","K4E","K71","M19","MBS","MK3","MYQ","N3A","N67","N6Q","NCW","ND3","NK4","NR7","P4Z","P5W","P64","PN5","QD1","QZM","R7H","S0H","S64","SNZ","SYE","T01","T1B","T4Y","T91","TDD","TM1","U0H","U0J","UNT","V1C","VCT","VSX","VWW","WCK","WQE","X1J","X2X","X4C","X9J","XTG","XVF","XXM","YCU","YGN","YX3","Z6V","Z8V","ZAT","ZGA","ZVF","ZVQ","ZWP","ZZQ","FUT","KE0","QVY","N64","W90","CV9","FGN","Y15","SSD","TUE","X58","KJ2","Q0Z","K3V","YBV","WT6","HE7","M9X","X2C","HGH","ME6","T0N","G2Y","Y9Y"
"NCW",6,1,3,10,5,10,3,25,4,11,25,26,4,3,13,16,8,7,3,7,1,3,5,4,10,8,4,2,0,7,1,1,3,2,4,2,13,21,10,17,6,5,1,8,11,0,4,11,1,3,5,3,0,2,24,1,8,20,3,6,23,4,3,1,19,6,28,4,23,0,3,2,3,15,11,3,16,12,1,2,7,4,5,2,7,0,2,3,3,10,10,3,18,4,17,2,3,6,2,12,5,5,14,2,3,4,4,10,6,4,19,5,4,3,2,8,2
"ND3",10,5,7,14,9,14,1,29,0,15,29,30,0,1,17,20,12,11,7,11,5,7,9,8,14,12,0,6,4,11,5,3,7,2,8,2,17,25,14,21,10,9,5,12,15,4,0,15,3,1,9,1,4,6,28,3,12,24,7,10,27,0,1,5,23,10,32,8,27,4,1,6,1,19,15,7,20,16,5,6,11,8,1,6,11,4,2,7,7,14,14,7,22,8,21,2,7,10,2,16,1,1,18,2,1,0,0,14,10,0,23,1,0,1,2,12,2
"NK4",5,10,8,1,6,1,14,14,15,0,14,15,15,14,2,5,3,4,8,4,10,8,6,7,1,3,15,9,11,4,10,12,8,13,7,13,2,10,1,6,5,6,10,3,0,11,15,0,12,14,6,14,11,9,13,12,3,9,8,5,12,15,14,10,8,5,17,7,12,11,14,9,14,4,0,8,5,1,10,9,4,7,16,9,4,11,13,8,8,1,1,8,7,7,6,13,8,5,13,1,16,16,3,13,14,15,15,1,5,15,8,16,15,14,13,3,13
"NR7",7,2,4,11,6,11,2,26,3,12,26,27,3,2,14,17,9,8,4,8,2,4,6,5,11,9,3,3,1,8,2,0,4,1,5,1,14,22,11,18,7,6,2,9,12,1,3,12,0,2,6,2,1,3,25,0,9,21,4,7,24,3,2,2,20,7,29,5,24,1,2,3,2,16,12,4,17,13,2,3,8,5,4,3,8,1,1,4,4,11,11,4,19,5,18,1,4,7,1,13,4,4,15,1,2,3,3,11,7,3,20,4,3,2,1,9,1
"P4Z",9,4,6,13,8,13,0,28,1,14,28,29,1,0,16,19,11,10,6,10,4,6,8,7,13,11,1,5,3,10,4,2,6,1,7,1,16,24,13,20,9,8,4,11,14,3,1,14,2,0,8,0,3,5,27,2,11,23,6,9,26,1,0,4,22,9,31,7,26,3,0,5,0,18,14,6,19,15,4,5,10,7,2,5,10,3,1,6,6,13,13,6,21,7,20,1,6,9,1,15,2,2,17,1,0,1,1,13,9,1,22,2,1,0,1,11,1
"P5W",1,4,2,5,0,5,8,20,9,6,20,21,9,8,8,11,3,2,2,2,4,2,0,1,5,3,9,3,5,2,4,6,2,7,1,7,8,16,5,12,1,0,4,3,6,5,9,6,6,8,0,8,5,3,19,6,3,15,2,1,18,9,8,4,14,1,23,1,18,5,8,3,8,10,6,2,11,7,4,3,2,1,10,3,2,5,7,2,2,5,5,2,13,1,12,7,2,1,7,7,10,10,9,7,8,9,9,5,1,9,14,10,9,8,7,3,7
"P64",9,4,6,13,8,13,0,28,1,14,28,29,1,0,16,19,11,10,6,10,4,6,8,7,13,11,1,5,3,10,4,2,6,1,7,1,16,24,13,20,9,8,4,11,14,3,1,14,2,0,8,0,3,5,27,2,11,23,6,9,26,1,0,4,22,9,31,7,26,3,0,5,0,18,14,6,19,15,4,5,10,7,2,5,10,3,1,6,6,13,13,6,21,7,20,1,6,9,1,15,2,2,17,1,0,1,1,13,9,1,22,2,1,0,1,11,1
"PN5",6,1,3,10,5,10,3,25,4,11,25,26,4,3,13,16,8,7,3,7,1,3,5,4,10,8,4,2,0,7,1,1,3,2,4,2,13,21,10,17,6,5,1,8,11,0,4,11,1,3,5,3,0,2,24,1,8,20,3,6,23,4,3,1,19,6,28,4,23,0,3,2,3,15,11,3,16,12,1,2,7,4,5,2,7,0,2,3,3,10,10,3,18,4,17,2,3,6,2,12,5,5,14,2,3,4,4,10,6,4,19,5,4,3,2,8,2
"QD1",4,1,1,8,3,8,5,23,6,9,23,24,6,5,11,14,6,5,1,5,1,1,3,2,8,6,6,0,2,5,1,3,1,4,2,4,11,19,8,15,4,3,1,6,9,2,6,9,3,5,3,5,2,0,22,3,6,18,1,4,21,6,5,1,17,4,26,2,21,2,5,0,5,13,9,1,14,10,1,0,5,2,7,0,5,2,4,1,1,8,8,1,16,2,15,4,1,4,4,10,7,7,12,4,5,6,6,8,4,6,17,7,6,5,4,6,4
"QZM",18,23,21,14,19,14,27,1,28,13,1,2,28,27,11,8,16,17,21,17,23,21,19,20,14,16,28,22,24,17,23,25,21,26,20,26,11,3,14,7,18,19,23,16,13,24,28,13,25,27,19,27,24,22,0,25,16,4,21,18,1,28,27,23,5,18,4,20,1,24,27,22,27,9,13,21,8,12,23,22,17,20,29,22,17,24,26,21,21,14,14,21,6,20,7,26,21,18,26,12,29,29,10,26,27,28,28,14,18,28,5,29,28,27,26,16,26
"R7H",7,2,4,11,6,11,2,26,3,12,26,27,3,2,14,17,9,8,4,8,2,4,6,5,11,9,3,3,1,8,2,0,4,1,5,1,14,22,11,18,7,6,2,9,12,1,3,12,0,2,6,2,1,3,25,0,9,21,4,7,24,3,2,2,20,7,29,5,24,1,2,3,2,16,12,4,17,13,2,3,8,5,4,3,8,1,1,4,4,11,11,4,19,5,18,1,4,7,1,13,4,4,15,1,2,3,3,11,7,3,20,4,3,2,1,9,1
"S0H",2,7,5,2,3,2,11,17,12,3,17,18,12,11,5,8,0,1,5,1,7,5,3,4,2,0,12,6,8,1,7,9,5,10,4,10,5,13,2,9,2,3,7,0,3,8,12,3,9,11,3,11,8,6,16,9,0,12,5,2,15,12,11,7,11,2,20,4,15,8,11,6,11,7,3,5,8,4,7,6,1,4,13,6,1,8,10,5,5,2,2,5,10,4,9,10,5,2,10,4,13,13,6,10,11,12,12,2,2,12,11,13,12,11,10,0,10
"S64",14,19,17,10,15,10,23,5,24,9,5,6,24,23,7,4,12,13,17,13,19,17,15,16,10,12,24,18,20,13,19,21,17,22,16,22,7,1,10,3,14,15,19,12,9,20,24,9,21,23,15,23,20,18,4,21,12,0,17,14,3,24,23,19,1,14,8,16,3,20,23,18,23,5,9,17,4,8,19,18,13,16,25,18,13,20,22,17,17,10,10,17,2,16,3,22,17,14,22,8,25,25,6,22,23,24,24,10,14,24,1,25,24,23,22,12,22
"SNZ",3,2,0,7,2,7,6,22,7,8,22,23,7,6,10,13,5,4,0,4,2,0,2,1,7,5,7,1,3,4,2,4,0,5,1,5,10,18,7,14,3,2,2,5,8,3,7,8,4,6,2,6,3,1,21,4,5,17,0,3,20,7,6,2,16,3,25,1,20,3,6,1,6,12,8,0,13,9,2,1,4,1,8,1,4,3,5,0,0,7,7,0,15,1,14,5,0,3,5,9,8,8,11,5,6,7,7,7,3,7,16,8,7,6,5,5,5
"SYE",0,5,3,4,1,4,9,19,10,5,19,20,10,9,7,10,2,1,3,1,5,3,1,2,4,2,10,4,6,1,5,7,3,8,2,8,7,15,4,11,0,1,5,2,5,6,10,5,7,9,1,9,6,4,18,7,2,14,3,0,17,10,9,5,13,0,22,2,17,6,9,4,9,9,5,3,10,6,5,4,1,2,11,4,1,6,8,3,3,4,4,3,12,2,11,8,3,0,8,6,11,11,8,8,9,10,10,4,0,10,13,11,10,9,8,2,8
"T01",17,22,20,13,18,13,26,2,27,12,2,3,27,26,10,7,15,16,20,16,22,20,18,19,13,15,27,21,23,16,22,24,20,25,19,25,10,2,13,6,17,18,22,15,12,23,27,12,24,26,18,26,23,21,1,24,15,3,20,17,0,27,26,22,4,17,5,19,0,23,26,21,26,8,12,20,7,11,22,21,16,19,28,21,16,23,25,20,20,13,13,20,5,19,6,25,20,17,25,11,28,28,9,25,26,27,27,13,17,27,4,28,27,26,25,15,25
"T1B",10,5,7,14,9,14,1,29,0,15,29,30,0,1,17,20,12,11,7,11,5,7,9,8,14,12,0,6,4,11,5,3,7,2,8,2,17,25,14,21,10,9,5,12,15,4,0,15,3,1,9,1,4,6,28,3,12,24,7,10,27,0,1,5,23,10,32,8,27,4,1,6,1,19,15,7,20,16,5,6,11,8,1,6,11,4,2,7,7,14,14,7,22,8,21,2,7,10,2,16,1,1,18,2,1,0,0,14,10,0,23,1,0,1,2,12,2
"T4Y",9,4,6,13,8,13,0,28,1,14,28,29,1,0,16,19,11,10,6,10,4,6,8,7,13,11,1,5,3,10,4,2,6,1,7,1,16,24,13,20,9,8,4,11,14,3,1,14,2,0,8,0,3,5,27,2,11,23,6,9,26,1,0,4,22,9,31,7,26,3,0,5,0,18,14,6,19,15,4,5,10,7,2,5,10,3,1,6,6,13,13,6,21,7,20,1,6,9,1,15,2,2,17,1,0,1,1,13,9,1,22,2,1,0,1,11,1
"T91",5,0,2,9,4,9,4,24,5,10,24,25,5,4,12,15,7,6,2,6,0,2,4,3,9,7,5,1,1,6,0,2,2,3,3,3,12,20,9,16,5,4,0,7,10,1,5,10,2,4,4,4,1,1,23,2,7,19,2,5,22,5,4,0,18,5,27,3,22,1,4,1,4,14,10,2,15,11,0,1,6,3,6,1,6,1,3,2,2,9,9,2,17,3,16,3,2,5,3,11,6,6,13,3,4,5,5,9,5,5,18,6,5,4,3,7,3
"TDD",13,18,16,9,14,9,22,6,23,8,6,7,23,22,6,3,11,12,16,12,18,16,14,15,9,11,23,17,19,12,18,20,16,21,15,21,6,2,9,2,13,14,18,11,8,19,23,8,20,22,14,22,19,17,5,20,11,1,16,13,4,23,22,18,0,13,9,15,4,19,22,17,22,4,8,16,3,7,18,17,12,15,24,17,12,19,21,16,16,9,9,16,1,15,2,21,16,13,21,7,24,24,5,21,22,23,23,9,13,23,0,24,23,22,21,11,21
"TM1",0,5,3,4,1,4,9,19,10,5,19,20,10,9,7,10,2,1,3,1,5,3,1,2,4,2,10,4,6,1,5,7,3,8,2,8,7,15,4,11,0,1,5,2,5,6,10,5,7,9,1,9,6,4,18,7,2,14,3,0,17,10,9,5,13,0,22,2,17,6,9,4,9,9,5,3,10,6,5,4,1,2,11,4,1,6,8,3,3,4,4,3,12,2,11,8,3,0,8,6,11,11,8,8,9,10,10,4,0,10,13,11,10,9,8,2,8
"U0H",22,27,25,18,23,18,31,3,32,17,3,2,32,31,15,12,20,21,25,21,27,25,23,24,18,20,32,26,28,21,27,29,25,30,24,30,15,7,18,11,22,23,27,20,17,28,32,17,29,31,23,31,28,26,4,29,20,8,25,22,5,32,31,27,9,22,0,24,5,28,31,26,31,13,17,25,12,16,27,26,21,24,33,26,21,28,30,25,25,18,18,25,10,24,11,30,25,22,30,16,33,33,14,30,31,32,32,18,22,32,9,33,32,31,30,20,30
"U0J",2,3,1,6,1,6,7,21,8,7,21,22,8,7,9,12,4,3,1,3,3,1,1,0,6,4,8,2,4,3,3,5,1,6,0,6,9,17,6,13,2,1,3,4,7,4,8,7,5,7,1,7,4,2,20,5,4,16,1,2,19,8,7,3,15,2,24,0,19,4,7,2,7,11,7,1,12,8,3,2,3,0,9,2,3,4,6,1,1,6,6,1,14,0,13,6,1,2,6,8,9,9,10,6,7,8,8,6,2,8,15,9,8,7,6,4,6
"UNT",17,22,20,13,18,13,26,2,27,12,2,3,27,26,10,7,15,16,20,16,22,20,18,19,13,15,27,21,23,16,22,24,20,25,19,25,10,2,13,6,17,18,22,15,12,23,27,12,24,26,18,26,23,21,1,24,15,3,20,17,0,27,26,22,4,17,5,19,0,23,26,21,26,8,12,20,7,11,22,21,16,19,28,21,16,23,25,20,20,13,13,20,5,19,6,25,20,17,25,11,28,28,9,25,26,27,27,13,17,27,4,28,27,26,25,15,25
"V1C",6,1,3,10,5,10,3,25,4,11,25,26,4,3,13,16,8,7,3,7,1,3,5,4,10,8,4,2,0,7,1,1,3,2,4,2,13,21,10,17,6,5,1,8,11,0,4,11,1,3,5,3,0,2,24,1,8,20,3,6,23,4,3,1,19,6,28,4,23,0,3,2,3,15,11,3,16,12,1,2,7,4,5,2,7,0,2,3,3,10,10,3,18,4,17,2,3,6,2,12,5,5,14,2,3,4,4,10,6,4,19,5,4,3,2,8,2
"VCT",9,4,6,13,8,13,0,28,1,14,28,29,1,0,16,19,11,10,6,10,4,6,8,7,13,11,1,5,3,10,4,2,6,1,7,1,16,24,13,20,9,8,4,11,14,3,1,14,2,0,8,0,3,5,27,2,11,23,6,9,26,1,0,4,22,9,31,7,26,3,0,5,0,18,14,6,19,15,4,5,10,7,2,5,10,3,1,6,6,13,13,6,21,7,20,1,6,9,1,15,2,2,17,1,0,1,1,13,9,1,22,2,1,0,1,11,1
"VSX",4,1,1,8,3,8,5,23,6,9,23,24,6,5,11,14,6,5,1,5,1,1,3,2,8,6,6,0,2,5,1,3,1,4,2,4,11,19,8,15,4,3,1,6,9,2,6,9,3,5,3,5,2,0,22,3,6,18,1,4,21,6,5,1,17,4,26,2,21,2,5,0,5,13,9,1,14,10,1,0,5,2,7,0,5,2,4,1,1,8,8,1,16,2,15,4,1,4,4,10,7,7,12,4,5,6,6,8,4,6,17,7,6,5,4,6,4
"VWW",9,4,6,13,8,13,0,28,1,14,28,29,1,0,16,19,11,10,6,10,4,6,8,7,13,11,1,5,3,10,4,2,6,1,7,1,16,24,13,20,9,8,4,11,14,3,1,14,2,0,8,0,3,5,27,2,11,23,6,9,26,1,0,4,22,9,31,7,26,3,0,5,0,18,14,6,19,15,4,5,10,7,2,5,10,3,1,6,6,13,13,6,21,7,20,1,6,9,1,15,2,2,17,1,0,1,1,13,9,1,22,2,1,0,1,11,1
"WCK",9,14,12,5,10,5,18,10,19,4,10,11,19,18,2,1,7,8,12,8,14,12,10,11,5,7,19,13,15,8,14,16,12,17,11,17,2,6,5,2,9,10,14,7,4,15,19,4,16,18,10,18,15,13,9,16,7,5,12,9,8,19,18,14,4,9,13,11,8,15,18,13,18,0,4,12,1,3,14,13,8,11,20,13,8,15,17,12,12,5,5,12,3,11,2,17,12,9,17,3,20,20,1,17,18,19,19,5,9,19,4,20,19,18,17,7,17
"WQE",5,10,8,1,6,1,14,14,15,0,14,15,15,14,2,5,3,4,8,4,10,8,6,7,1,3,15,9,11,4,10,12,8,13,7,13,2,10,1,6,5,6,10,3,0,11,15,0,12,14,6,14,11,9,13,12,3,9,8,5,12,15,14,10,8,5,17,7,12,11,14,9,14,4,0,8,5,1,10,9,4,7,16,9,4,11,13,8,8,1,1,8,7,7,6,13,8,5,13,1,16,16,3,13,14,15,15,1,5,15,8,16,15,14,13,3,13
"X1J",3,2,0,7,2,7,6,22,7,8,22,23,7,6,10,13,5,4,0,4,2,0,2,1,7,5,7,1,3,4,2,4,0,5,1,5,10,18,7,14,3,2,2,5,8,3,7,8,4,6,2,6,3,1,21,4,5,17,0,3,20,7,6,2,16,3,25,1,20,3,6,1,6,12,8,0,13,9,2,1,4,1,8,1,4,3,5,0,0,7,7,0,15,1,14,5,0,3,5,9,8,8,11,5,6,7,7,7,3,7,16,8,7,6,5,5,5
"X2X",10,15,13,6,11,6,19,9,20,5,9,10,20,19,3,0,8,9,13,9,15,13,11,12,6,8,20,14,16,9,15,17,13,18,12,18,3,5,6,1,10,11,15,8,5,16,20,5,17,19,11,19,16,14,8,17,8,4,13,10,7,20,19,15,3,10,12,12,7,16,19,14,19,1,5,13,0,4,15,14,9,12,21,14,9,16,18,13,13,6,6,13,2,12,1,18,13,10,18,4,21,21,2,18,19,20,20,6,10,20,3,21,20,19,18,8,18
"X4C",6,11,9,2,7,2,15,13,16,1,13,14,16,15,1,4,4,5,9,5,11,9,7,8,2,4,16,10,12,5,11,13,9,14,8,14,1,9,2,5,6,7,11,4,1,12,16,1,13,15,7,15,12,10,12,13,4,8,9,6,11,16,15,11,7,6,16,8,11,12,15,10,15,3,1,9,4,0,11,10,5,8,17,10,5,12,14,9,9,2,2,9,6,8,5,14,9,6,14,0,17,17,2,14,15,16,16,2,6,16,7,17,16,15,14,4,14
"X9J",5,0,2,9,4,9,4,24,5,10,24,25,5,4,12,15,7,6,2,6,0,2,4,3,9,7,5,1,1,6,0,2,2,3,3,3,12,20,9,16,5,4,0,7,10,1,5,10,2,4,4,4,1,1,23,2,7,19,2,5,22,5,4,0,18,5,27,3,22,1,4,1,4,14,10,2,15,11,0,1,6,3,6,1,6,1,3,2,2,9,9,2,17,3,16,3,2,5,3,11,6,6,13,3,4,5,5,9,5,5,18,6,5,4,3,7,3
"XTG",4,1,1,8,3,8,5,23,6,9,23,24,6,5,11,14,6,5,1,5,1,1,3,2,8,6,6,0,2,5,1,3,1,4,2,4,11,19,8,15,4,3,1,6,9,2,6,9,3,5,3,5,2,0,22,3,6,18,1,4,21,6,5,1,17,4,26,2,21,2,5,0,5,13,9,1,14,10,1,0,5,2,7,0,5,2,4,1,1,8,8,1,16,2,15,4,1,4,4,10,7,7,12,4,5,6,6,8,4,6,17,7,6,5,4,6,4
"XVF",1,6,4,3,2,3,10,18,11,4,18,19,11,10,6,9,1,0,4,0,6,4,2,3,3,1,11,5,7,0,6,8,4,9,3,9,6,14,3,10,1,2,6,1,4,7,11,4,8,10,2,10,7,5,17,8,1,13,4,1,16,11,10,6,12,1,21,3,16,7,10,5,10,8,4,4,9,5,6,5,0,3,12,5,0,7,9,4,4,3,3,4,11,3,10,9,4,1,9,5,12,12,7,9,10,11,11,3,1,11,12,12,11,10,9,1,9
"XXM",2,3,1,6,1,6,7,21,8,7,21,22,8,7,9,12,4,3,1,3,3,1,1,0,6,4,8,2,4,3,3,5,1,6,0,6,9,17,6,13,2,1,3,4,7,4,8,7,5,7,1,7,4,2,20,5,4,16,1,2,19,8,7,3,15,2,24,0,19,4,7,2,7,11,7,1,12,8,3,2,3,0,9,2,3,4,6,1,1,6,6,1,14,0,13,6,1,2,6,8,9,9,10,6,7,8,8,6,2,8,15,9,8,7,6,4,6
"YCU",11,6,8,15,10,15,2,30,1,16,30,31,1,2,18,21,13,12,8,12,6,8,10,9,15,13,1,7,5,12,6,4,8,3,9,3,18,26,15,22,11,10,6,13,16,5,1,16,4,2,10,2,5,7,29,4,13,25,8,11,28,1,2,6,24,11,33,9,28,5,2,7,2,20,16,8,21,17,6,7,12,9,0,7,12,5,3,8,8,15,15,8,23,9,22,3,8,11,3,17,0,0,19,3,2,1,1,15,11,1,24,0,1,2,3,13,3
"YGN",4,1,1,8,3,8,5,23,6,9,23,24,6,5,11,14,6,5,1,5,1,1,3,2,8,6,6,0,2,5,1,3,1,4,2,4,11,19,8,15,4,3,1,6,9,2,6,9,3,5,3,5,2,0,22,3,6,18,1,4,21,6,5,1,17,4,26,2,21,2,5,0,5,13,9,1,14,10,1,0,5,2,7,0,5,2,4,1,1,8,8,1,16,2,15,4,1,4,4,10,7,7,12,4,5,6,6,8,4,6,17,7,6,5,4,6,4
"YX3",1,6,4,3,2,3,10,18,11,4,18,19,11,10,6,9,1,0,4,0,6,4,2,3,3,1,11,5,7,0,6,8,4,9,3,9,6,14,3,10,1,2,6,1,4,7,11,4,8,10,2,10,7,5,17,8,1,13,4,1,16,11,10,6,12,1,21,3,16,7,10,5,10,8,4,4,9,5,6,5,0,3,12,5,0,7,9,4,4,3,3,4,11,3,10,9,4,1,9,5,12,12,7,9,10,11,11,3,1,11,12,12,11,10,9,1,9
"Z6V",6,1,3,10,5,10,3,25,4,11,25,26,4,3,13,16,8,7,3,7,1,3,5,4,10,8,4,2,0,7,1,1,3,2,4,2,13,21,10,17,6,5,1,8,11,0,4,11,1,3,5,3,0,2,24,1,8,20,3,6,23,4,3,1,19,6,28,4,23,0,3,2,3,15,11,3,16,12,1,2,7,4,5,2,7,0,2,3,3,10,10,3,18,4,17,2,3,6,2,12,5,5,14,2,3,4,4,10,6,4,19,5,4,3,2,8,2
"Z8V",8,3,5,12,7,12,1,27,2,13,27,28,2,1,15,18,10,9,5,9,3,5,7,6,12,10,2,4,2,9,3,1,5,0,6,0,15,23,12,19,8,7,3,10,13,2,2,13,1,1,7,1,2,4,26,1,10,22,5,8,25,2,1,3,21,8,30,6,25,2,1,4,1,17,13,5,18,14,3,4,9,6,3,4,9,2,0,5,5,12,12,5,20,6,19,0,5,8,0,14,3,3,16,0,1,2,2,12,8,2,21,3,2,1,0,10,0
"ZAT",3,2,0,7,2,7,6,22,7,8,22,23,7,6,10,13,5,4,0,4,2,0,2,1,7,5,7,1,3,4,2,4,0,5,1,5,10,18,7,14,3,2,2,5,8,3,7,8,4,6,2,6,3,1,21,4,5,17,0,3,20,7,6,2,16,3,25,1,20,3,6,1,6,12,8,0,13,9,2,1,4,1,8,1,4,3,5,0,0,7,7,0,15,1,14,5,0,3,5,9,8,8,11,5,6,7,7,7,3,7,16,8,7,6,5,5,5
"ZGA",3,2,0,7,2,7,6,22,7,8,22,23,7,6,10,13,5,4,0,4,2,0,2,1,7,5,7,1,3,4,2,4,0,5,1,5,10,18,7,14,3,2,2,5,8,3,7,8,4,6,2,6,3,1,21,4,5,17,0,3,20,7,6,2,16,3,25,1,20,3,6,1,6,12,8,0,13,9,2,1,4,1,8,1,4,3,5,0,0,7,7,0,15,1,14,5,0,3,5,9,8,8,11,5,6,7,7,7,3,7,16,8,7,6,5,5,5
"ZVF",4,9,7,0,5,0,13,15,14,1,15,16,14,13,3,6,2,3,7,3,9,7,5,6,0,2,14,8,10,3,9,11,7,12,6,12,3,11,0,7,4,5,9,2,1,10,14,1,11,13,5,13,10,8,14,11,2,10,7,4,13,14,13,9,9,4,18,6,13,10,13,8,13,5,1,7,6,2,9,8,3,6,15,8,3,10,12,7,7,0,0,7,8,6,7,12,7,4,12,2,15,15,4,12,13,14,14,0,4,14,9,15,14,13,12,2,12
"ZVQ",4,9,7,0,5,0,13,15,14,1,15,16,14,13,3,6,2,3,7,3,9,7,5,6,0,2,14,8,10,3,9,11,7,12,6,12,3,11,0,7,4,5,9,2,1,10,14,1,11,13,5,13,10,8,14,11,2,10,7,4,13,14,13,9,9,4,18,6,13,10,13,8,13,5,1,7,6,2,9,8,3,6,15,8,3,10,12,7,7,0,0,7,8,6,7,12,7,4,12,2,15,15,4,12,13,14,14,0,4,14,9,15,14,13,12,2,12
"ZWP",3,2,0,7,2,7,6,22,7,8,22,23,7,6,10,13,5,4,0,4,2,0,2,1,7,5,7,1,3,4,2,4,0,5,1,5,10,18,7,14,3,2,2,5,8,3,7,8,4,6,2,6,3,1,21,4,5,17,0,3,20,7,6,2,16,3,25,1,20,3,6,1,6,12,8,0,13,9,2,1,4,1,8,1,4,3,5,0,0,7,7,0,15,1,14,5,0,3,5,9,8,8,11,5,6,7,7,7,3,7,16,8,7,6,5,5,5
"ZZQ",12,17,15,8,13,8,21,7,22,7,7,8,22,21,5,2,10,11,15,11,17,15,13,14,8,10,22,16,18,11,17,19,15,20,14,20,5,3,8,1,12,13,17,10,7,18,22,7,19,21,13,21,18,16,6,19,10,2,15,12,5,22,21,17,1,12,10,14,5,18,21,16,21,3,7,15,2,6,17,16,11,14,23,16,11,18,20,15,15,8,8,15,0,14,1,20,15,12,20,6,23,23,4,20,21,22,22,8,12,22,1,23,22,21,20,10,20
"FUT",2,3,1,6,1,6,7,21,8,7,21,22,8,7,9,12,4,3,1,3,3,1,1,0,6,4,8,2,4,3,3,5,1,6,0,6,9,17,6,13,2,1,3,4,7,4,8,7,5,7,1,7,4,2,20,5,4,16,1,2,19,8,7,3,15,2,24,0,19,4,7,2,7,11,7,1,12,8,3,2,3,0,9,2,3,4,6,1,1,6,6,1,14,0,13,6,1,2,6,8,9,9,10,6,7,8,8,6,2,8,15,9,8,7,6,4,6
"KE0",11,16,14,7,12,7,20,8,21,6,8,9,21,20,4,1,9,10,14,10,16,14,12,13,7,9,21,15,17,10,16,18,14,19,13,19,4,4,7,0,11,12,16,9,6,17,21,6,18,20,12,20,17,15,7,18,9,3,14,11,6,21,20,16,2,11,11,13,6,17,20,15,20,2,6,14,1,5,16,15,10,13,22,15,10,17,19,14,14,7,7,14,1,13,0,19,14,11,19,5,22,22,3,19,20,21,21,7,11,21,2,22,21,20,19,9,19
"QVY",8,3,5,12,7,12,1,27,2,13,27,28,2,1,15,18,10,9,5,9,3,5,7,6,12,10,2,4,2,9,3,1,5,0,6,0,15,23,12,19,8,7,3,10,13,2,2,13,1,1,7,1,2,4,26,1,10,22,5,8,25,2,1,3,21,8,30,6,25,2,1,4,1,17,13,5,18,14,3,4,9,6,3,4,9,2,0,5,5,12,12,5,20,6,19,0,5,8,0,14,3,3,16,0,1,2,2,12,8,2,21,3,2,1,0,10,0
"N64",3,2,0,7,2,7,6,22,7,8,22,23,7,6,10,13,5,4,0,4,2,0,2,1,7,5,7,1,3,4,2,4,0,5,1,5,10,18,7,14,3,2,2,5,8,3,7,8,4,6,2,6,3,1,21,4,5,17,0,3,20,7,6,2,16,3,25,1,20,3,6,1,6,12,8,0,13,9,2,1,4,1,8,1,4,3,5,0,0,7,7,0,15,1,14,5,0,3,5,9,8,8,11,5,6,7,7,7,3,7,16,8,7,6,5,5,5
"W90",0,5,3,4,1,4,9,19,10,5,19,20,10,9,7,10,2,1,3,1,5,3,1,2,4,2,10,4,6,1,5,7,3,8,2,8,7,15,4,11,0,1,5,2,5,6,10,5,7,9,1,9,6,4,18,7,2,14,3,0,17,10,9,5,13,0,22,2,17,6,9,4,9,9,5,3,10,6,5,4,1,2,11,4,1,6,8,3,3,4,4,3,12,2,11,8,3,0,8,6,11,11,8,8,9,10,10,4,0,10,13,11,10,9,8,2,8
"CV9",8,3,5,12,7,12,1,27,2,13,27,28,2,1,15,18,10,9,5,9,3,5,7,6,12,10,2,4,2,9,3,1,5,0,6,0,15,23,12,19,8,7,3,10,13,2,2,13,1,1,7,1,2,4,26,1,10,22,5,8,25,2,1,3,21,8,30,6,25,2,1,4,1,17,13,5,18,14,3,4,9,6,3,4,9,2,0,5,5,12,12,5,20,6,19,0,5,8,0,14,3,3,16,0,1,2,2,12,8,2,21,3,2,1,0,10,0
"FGN",6,11,9,2,7,2,15,13,16,1,13,14,16,15,1,4,4,5,9,5,11,9,7,8,2,4,16,10,12,5,11,13,9,14,8,14,1,9,2,5,6,7,11,4,1,12,16,1,13,15,7,15,12,10,12,13,4,8,9,6,11,16,15,11,7,6,16,8,11,12,15,10,15,3,1,9,4,0,11,10,5,8,17,10,5,12,14,9,9,2,2,9,6,8,5,14,9,6,14,0,17,17,2,14,15,16,16,2,6,16,7,17,16,15,14,4,14
"Y15",11,6,8,15,10,15,2,30,1,16,30,31,1,2,18,21,13,12,8,12,6,8,10,9,15,13,1,7,5,12,6,4,8,3,9,3,18,26,15,22,11,10,6,13,16,5,1,16,4,2,10,2,5,7,29,4,13,25,8,11,28,1,2,6,24,11,33,9,28,5,2,7,2,20,16,8,21,17,6,7,12,9,0,7,12,5,3,8,8,15,15,8,23,9,22,3,8,11,3,17,0,0,19,3,2,1,1,15,11,1,24,0,1,2,3,13,3
