"","AB9","AJJ","AMU","AY9","B7D","BFX","C23","CHC","CKE","D34","DSD","DUB","DWH","DY7","DYG","E1F","ERD","F06","F3C","F6V","FCZ","FF2","FKB","G0A","GC2","GEB","GKN","H7Z","HAF","HAN","JAX","JEB","JGV","JPE","JUS","JZU","K4E","K71","M19","MBS","MK3","MYQ","N3A","N67","N6Q","NCW","ND3","NK4","NR7","P4Z","P5W","P64","PN5","QD1","QZM","R7H","S0H","S64","SNZ","SYE","T01","T1B","T4Y","T91","TDD","TM1","U0H","U0J","UNT","V1C","VCT","VSX","VWW","WCK","WQE","X1J","X2X","X4C","X9J","XTG","XVF","XXM","YCU","YGN","YX3","Z6V","Z8V","ZAT","ZGA","ZVF","ZVQ","ZWP","ZZQ","FUT","KE0","QVY","N64","W90","CV9","FGN","Y15","SSD","TUE","X58","KJ2","Q0Z","K3V","YBV","WT6","HE7","M9X","X2C","HGH","ME6","T0N","G2Y","Y9Y"
"DSD",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"DUB",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"DWH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DY7",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"DYG",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"E1F",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"ERD",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"F06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F3C",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"F6V",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"FCZ",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"FF2",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"FKB",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"G0A",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"GC2",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"GEB",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"GKN",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"H7Z",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"HAF",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"HAN",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"JAX",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"JEB",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"JGV",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"JPE",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"JUS",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"JZU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"K4E",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"K71",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"M19",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"MBS",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"MK3",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"MYQ",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"N3A",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"N67",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"N6Q",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"NCW",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
