"","AB9","AJJ","AMU","AY9","B7D","BFX","C23","CHC","CKE","D34","DSD","DUB","DWH","DY7","DYG","E1F","ERD","F06","F3C","F6V","FCZ","FF2","FKB","G0A","GC2","GEB","GKN","H7Z","HAF","HAN","JAX","JEB","JGV","JPE","JUS","JZU","K4E","K71","M19","MBS","MK3","MYQ","N3A","N67","N6Q","NCW","ND3","NK4","NR7","P4Z","P5W","P64","PN5","QD1","QZM","R7H","S0H","S64","SNZ","SYE","T01","T1B","T4Y","T91","TDD","TM1","U0H","U0J","UNT","V1C","VCT","VSX","VWW","WCK","WQE","X1J","X2X","X4C","X9J","XTG","XVF","XXM","YCU","YGN","YX3","Z6V","Z8V","ZAT","ZGA","ZVF","ZVQ","ZWP","ZZQ","FUT","KE0","QVY","N64","W90","CV9","FGN","Y15","SSD","TUE","X58","KJ2","Q0Z","K3V","YBV","WT6","HE7","M9X","X2C","HGH","ME6","T0N","G2Y","Y9Y"
"ND3",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"NK4",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"NR7",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"P4Z",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"P5W",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"P64",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"PN5",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"QD1",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"QZM",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"R7H",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"S0H",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"S64",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"SNZ",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"SYE",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"T01",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"T1B",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"T4Y",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"T91",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"TDD",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"TM1",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"U0H",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"U0J",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"UNT",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"V1C",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"VCT",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"VSX",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"VWW",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"WCK",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"WQE",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"X1J",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"X2X",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"X4C",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"X9J",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"XTG",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"XVF",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"XXM",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"YCU",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"YGN",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"YX3",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"Z6V",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"Z8V",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"ZAT",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"ZGA",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"ZVF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZVQ",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
"ZWP",1,1,1,-1,1,1,1,1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1,-1,1,-1,-1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,-1,1,1,1,1,1,0,-1,1,1,-1,1,1,1,-1,1,-1,-1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,-1,1,-1,0,1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,0,1,-1,1
"ZZQ",-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,-1,0,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,1,0,1,-1,1,-1,1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,0,-1,1,-1
