"","A19","A1J","AGQ","AGT","AJW","ASY","AZE","B5X","C3P","C8A","CAQ","CFR","CK7","CNS","CRM","CRN","CZE","D3H","D7G","D88","E09","E22","ED1","ETK","EV5","F32","F60","FBD","FEE","G6E","GDP","GS3","GYG","H1H","H71","H8T","HAS","HNS","HXU","J1N","JAM","JFJ","JSP","JVY","K3W","K7R","KGA","KKA","KMT","KU1","KUK","MC7","MCC","MP1","MTY","N06","N49","NA9","NCD","NE0","NG9","NQ5","NRM","NTK","NX0","P3N","PAK","Q1P","Q6C","QQ9","QZ7","R5F","R6N","RBV","RG0","RHW","RME","RRR","RT7","RZJ","S5P","S5T","S9D","SET","T7H","T81","T8Q","TDC","TXE","U1B","U8R","UCP","V3H","V9B","VVW","VZ2","W0K","W42","W86","W8A","WAB","WBA","WT8","WZV","X99","XA6","XBX","XED","XFV","XHN","XM8","XNG","XW3","XY3","XZQ","Y3C","Y4W","Y80","YDJ","YDY","YF0","YH4","YHV","YNV","YQN","Z3Q","Z4N","Z50","ZM9","ZQG","ZQU","ZRN","ZXH","ZYK","ZZS","YZF","RDQ","BUJ","C93","Q7R","ZNY","MC1","AK0","U8D","DGV","NC6","FPJ","XU0","G8F"
"RG0",32,8,8,11,10,0,12,8,12,28,1,3,8,13,4,9,13,13,0,11,3,19,2,9,8,1,6,1,1,12,13,12,2,10,9,6,33,5,9,2,30,1,13,7,51,53,10,12,11,0,2,12,8,13,9,21,35,11,13,3,7,11,8,0,11,8,7,9,8,9,10,14,13,11,0,4,1,11,6,12,5,57,12,2,4,5,1,7,25,37,6,5,12,9,9,11,9,11,2,0,8,13,3,12,35,11,1,8,12,11,6,12,6,4,18,13,12,10,2,11,11,3,11,11,11,5,5,6,2,13,8,4,6,11,9,19,11,12,11,9,2,6,30,1,10,8,31,10,6
"RHW",36,4,12,15,6,4,8,4,8,32,5,1,4,9,0,5,9,9,4,7,1,23,2,5,4,5,2,3,3,8,9,16,6,6,5,2,37,1,5,2,34,5,9,3,55,57,6,8,7,4,2,8,12,9,5,25,39,7,9,1,3,7,4,4,7,4,11,5,4,5,14,10,9,7,4,0,5,15,10,8,1,61,8,6,8,1,3,3,29,41,10,9,8,5,5,7,5,7,6,4,4,9,7,16,39,7,3,4,8,7,2,8,2,0,22,9,8,6,2,7,7,7,7,7,7,1,1,2,2,9,12,8,2,7,5,23,7,8,15,5,2,2,34,5,6,4,35,6,2
"RME",31,9,7,10,11,1,13,9,13,27,0,4,9,14,5,10,14,14,1,12,4,18,3,10,9,0,7,2,2,13,14,11,1,11,10,7,32,6,10,3,29,0,14,8,50,52,11,13,12,1,3,13,7,14,10,20,34,12,14,4,8,12,9,1,12,9,6,10,9,10,9,15,14,12,1,5,0,10,5,13,6,56,13,1,3,6,2,8,24,36,5,4,13,10,10,12,10,12,1,1,9,14,2,11,34,12,2,9,13,12,7,13,7,5,17,14,13,11,3,12,12,2,12,12,12,6,6,7,3,14,7,3,7,12,10,18,12,13,10,10,3,7,29,0,11,9,30,11,7
"RRR",21,19,3,0,21,11,23,19,23,17,10,14,19,24,15,20,24,24,11,22,14,8,13,20,19,10,17,12,12,23,24,1,9,21,20,17,22,16,20,13,19,10,24,18,40,42,21,23,22,11,13,23,3,24,20,10,24,22,24,14,18,22,19,11,22,19,4,20,19,20,1,25,24,22,11,15,10,0,5,23,16,46,23,9,7,16,12,18,14,26,5,6,23,20,20,22,20,22,9,11,19,24,8,1,24,22,12,19,23,22,17,23,17,15,7,24,23,21,13,22,22,8,22,22,22,16,16,17,13,24,3,7,17,22,20,8,22,23,0,20,13,17,19,10,21,19,20,21,17
"RT7",26,14,2,5,16,6,18,14,18,22,5,9,14,19,10,15,19,19,6,17,9,13,8,15,14,5,12,7,7,18,19,6,4,16,15,12,27,11,15,8,24,5,19,13,45,47,16,18,17,6,8,18,2,19,15,15,29,17,19,9,13,17,14,6,17,14,1,15,14,15,4,20,19,17,6,10,5,5,0,18,11,51,18,4,2,11,7,13,19,31,0,1,18,15,15,17,15,17,4,6,14,19,3,6,29,17,7,14,18,17,12,18,12,10,12,19,18,16,8,17,17,3,17,17,17,11,11,12,8,19,2,2,12,17,15,13,17,18,5,15,8,12,24,5,16,14,25,16,12
"RZJ",44,4,20,23,2,12,0,4,0,40,13,9,4,1,8,3,1,1,12,1,9,31,10,3,4,13,6,11,11,0,1,24,14,2,3,6,45,7,3,10,42,13,1,5,63,65,2,0,1,12,10,0,20,1,3,33,47,1,1,9,5,1,4,12,1,4,19,3,4,3,22,2,1,1,12,8,13,23,18,0,7,69,0,14,16,7,11,5,37,49,18,17,0,3,3,1,3,1,14,12,4,1,15,24,47,1,11,4,0,1,6,0,6,8,30,1,0,2,10,1,1,15,1,1,1,7,7,6,10,1,20,16,6,1,3,31,1,0,23,3,10,6,42,13,2,4,43,2,6
"S5P",37,3,13,16,5,5,7,3,7,33,6,2,3,8,1,4,8,8,5,6,2,24,3,4,3,6,1,4,4,7,8,17,7,5,4,1,38,0,4,3,35,6,8,2,56,58,5,7,6,5,3,7,13,8,4,26,40,6,8,2,2,6,3,5,6,3,12,4,3,4,15,9,8,6,5,1,6,16,11,7,0,62,7,7,9,0,4,2,30,42,11,10,7,4,4,6,4,6,7,5,3,8,8,17,40,6,4,3,7,6,1,7,1,1,23,8,7,5,3,6,6,8,6,6,6,0,0,1,3,8,13,9,1,6,4,24,6,7,16,4,3,1,35,6,5,3,36,5,1
"S5T",25,65,49,46,67,57,69,65,69,29,56,60,65,70,61,66,70,70,57,68,60,38,59,66,65,56,63,58,58,69,70,45,55,67,66,63,24,62,66,59,27,56,70,64,6,4,67,69,68,57,59,69,49,70,66,36,22,68,70,60,64,68,65,57,68,65,50,66,65,66,47,71,70,68,57,61,56,46,51,69,62,0,69,55,53,62,58,64,32,20,51,52,69,66,66,68,66,68,55,57,65,70,54,45,22,68,58,65,69,68,63,69,63,61,39,70,69,67,59,68,68,54,68,68,68,62,62,63,59,70,49,53,63,68,66,38,68,69,46,66,59,63,27,56,67,65,26,67,63
"S9D",44,4,20,23,2,12,0,4,0,40,13,9,4,1,8,3,1,1,12,1,9,31,10,3,4,13,6,11,11,0,1,24,14,2,3,6,45,7,3,10,42,13,1,5,63,65,2,0,1,12,10,0,20,1,3,33,47,1,1,9,5,1,4,12,1,4,19,3,4,3,22,2,1,1,12,8,13,23,18,0,7,69,0,14,16,7,11,5,37,49,18,17,0,3,3,1,3,1,14,12,4,1,15,24,47,1,11,4,0,1,6,0,6,8,30,1,0,2,10,1,1,15,1,1,1,7,7,6,10,1,20,16,6,1,3,31,1,0,23,3,10,6,42,13,2,4,43,2,6
"SET",30,10,6,9,12,2,14,10,14,26,1,5,10,15,6,11,15,15,2,13,5,17,4,11,10,1,8,3,3,14,15,10,0,12,11,8,31,7,11,4,28,1,15,9,49,51,12,14,13,2,4,14,6,15,11,19,33,13,15,5,9,13,10,2,13,10,5,11,10,11,8,16,15,13,2,6,1,9,4,14,7,55,14,0,2,7,3,9,23,35,4,3,14,11,11,13,11,13,0,2,10,15,1,10,33,13,3,10,14,13,8,14,8,6,16,15,14,12,4,13,13,1,13,13,13,7,7,8,4,15,6,2,8,13,11,17,13,14,9,11,4,8,28,1,12,10,29,12,8
"T7H",28,12,4,7,14,4,16,12,16,24,3,7,12,17,8,13,17,17,4,15,7,15,6,13,12,3,10,5,5,16,17,8,2,14,13,10,29,9,13,6,26,3,17,11,47,49,14,16,15,4,6,16,4,17,13,17,31,15,17,7,11,15,12,4,15,12,3,13,12,13,6,18,17,15,4,8,3,7,2,16,9,53,16,2,0,9,5,11,21,33,2,1,16,13,13,15,13,15,2,4,12,17,1,8,31,15,5,12,16,15,10,16,10,8,14,17,16,14,6,15,15,1,15,15,15,9,9,10,6,17,4,0,10,15,13,15,15,16,7,13,6,10,26,3,14,12,27,14,10
"T81",37,3,13,16,5,5,7,3,7,33,6,2,3,8,1,4,8,8,5,6,2,24,3,4,3,6,1,4,4,7,8,17,7,5,4,1,38,0,4,3,35,6,8,2,56,58,5,7,6,5,3,7,13,8,4,26,40,6,8,2,2,6,3,5,6,3,12,4,3,4,15,9,8,6,5,1,6,16,11,7,0,62,7,7,9,0,4,2,30,42,11,10,7,4,4,6,4,6,7,5,3,8,8,17,40,6,4,3,7,6,1,7,1,1,23,8,7,5,3,6,6,8,6,6,6,0,0,1,3,8,13,9,1,6,4,24,6,7,16,4,3,1,35,6,5,3,36,5,1
"T8Q",33,7,9,12,9,1,11,7,11,29,2,2,7,12,3,8,12,12,1,10,2,20,1,8,7,2,5,0,0,11,12,13,3,9,8,5,34,4,8,1,31,2,12,6,52,54,9,11,10,1,1,11,9,12,8,22,36,10,12,2,6,10,7,1,10,7,8,8,7,8,11,13,12,10,1,3,2,12,7,11,4,58,11,3,5,4,0,6,26,38,7,6,11,8,8,10,8,10,3,1,7,12,4,13,36,10,0,7,11,10,5,11,5,3,19,12,11,9,1,10,10,4,10,10,10,4,4,5,1,12,9,5,5,10,8,20,10,11,12,8,1,5,31,2,9,7,32,9,5
"TDC",39,1,15,18,3,7,5,1,5,35,8,4,1,6,3,2,6,6,7,4,4,26,5,2,1,8,1,6,6,5,6,19,9,3,2,1,40,2,2,5,37,8,6,0,58,60,3,5,4,7,5,5,15,6,2,28,42,4,6,4,0,4,1,7,4,1,14,2,1,2,17,7,6,4,7,3,8,18,13,5,2,64,5,9,11,2,6,0,32,44,13,12,5,2,2,4,2,4,9,7,1,6,10,19,42,4,6,1,5,4,1,5,1,3,25,6,5,3,5,4,4,10,4,4,4,2,2,1,5,6,15,11,1,4,2,26,4,5,18,2,5,1,37,8,3,1,38,3,1
"TXE",7,33,17,14,35,25,37,33,37,3,24,28,33,38,29,34,38,38,25,36,28,6,27,34,33,24,31,26,26,37,38,13,23,35,34,31,8,30,34,27,5,24,38,32,26,28,35,37,36,25,27,37,17,38,34,4,10,36,38,28,32,36,33,25,36,33,18,34,33,34,15,39,38,36,25,29,24,14,19,37,30,32,37,23,21,30,26,32,0,12,19,20,37,34,34,36,34,36,23,25,33,38,22,13,10,36,26,33,37,36,31,37,31,29,7,38,37,35,27,36,36,22,36,36,36,30,30,31,27,38,17,21,31,36,34,6,36,37,14,34,27,31,5,24,35,33,6,35,31
"U1B",5,45,29,26,47,37,49,45,49,9,36,40,45,50,41,46,50,50,37,48,40,18,39,46,45,36,43,38,38,49,50,25,35,47,46,43,4,42,46,39,7,36,50,44,14,16,47,49,48,37,39,49,29,50,46,16,2,48,50,40,44,48,45,37,48,45,30,46,45,46,27,51,50,48,37,41,36,26,31,49,42,20,49,35,33,42,38,44,12,0,31,32,49,46,46,48,46,48,35,37,45,50,34,25,2,48,38,45,49,48,43,49,43,41,19,50,49,47,39,48,48,34,48,48,48,42,42,43,39,50,29,33,43,48,46,18,48,49,26,46,39,43,7,36,47,45,6,47,43
"U8R",26,14,2,5,16,6,18,14,18,22,5,9,14,19,10,15,19,19,6,17,9,13,8,15,14,5,12,7,7,18,19,6,4,16,15,12,27,11,15,8,24,5,19,13,45,47,16,18,17,6,8,18,2,19,15,15,29,17,19,9,13,17,14,6,17,14,1,15,14,15,4,20,19,17,6,10,5,5,0,18,11,51,18,4,2,11,7,13,19,31,0,1,18,15,15,17,15,17,4,6,14,19,3,6,29,17,7,14,18,17,12,18,12,10,12,19,18,16,8,17,17,3,17,17,17,11,11,12,8,19,2,2,12,17,15,13,17,18,5,15,8,12,24,5,16,14,25,16,12
"UCP",27,13,3,6,15,5,17,13,17,23,4,8,13,18,9,14,18,18,5,16,8,14,7,14,13,4,11,6,6,17,18,7,3,15,14,11,28,10,14,7,25,4,18,12,46,48,15,17,16,5,7,17,3,18,14,16,30,16,18,8,12,16,13,5,16,13,2,14,13,14,5,19,18,16,5,9,4,6,1,17,10,52,17,3,1,10,6,12,20,32,1,0,17,14,14,16,14,16,3,5,13,18,2,7,30,16,6,13,17,16,11,17,11,9,13,18,17,15,7,16,16,2,16,16,16,10,10,11,7,18,3,1,11,16,14,14,16,17,6,14,7,11,25,4,15,13,26,15,11
"V3H",44,4,20,23,2,12,0,4,0,40,13,9,4,1,8,3,1,1,12,1,9,31,10,3,4,13,6,11,11,0,1,24,14,2,3,6,45,7,3,10,42,13,1,5,63,65,2,0,1,12,10,0,20,1,3,33,47,1,1,9,5,1,4,12,1,4,19,3,4,3,22,2,1,1,12,8,13,23,18,0,7,69,0,14,16,7,11,5,37,49,18,17,0,3,3,1,3,1,14,12,4,1,15,24,47,1,11,4,0,1,6,0,6,8,30,1,0,2,10,1,1,15,1,1,1,7,7,6,10,1,20,16,6,1,3,31,1,0,23,3,10,6,42,13,2,4,43,2,6
"V9B",41,1,17,20,1,9,3,1,3,37,10,6,1,4,5,0,4,4,9,2,6,28,7,0,1,10,3,8,8,3,4,21,11,1,0,3,42,4,0,7,39,10,4,2,60,62,1,3,2,9,7,3,17,4,0,30,44,2,4,6,2,2,1,9,2,1,16,0,1,0,19,5,4,2,9,5,10,20,15,3,4,66,3,11,13,4,8,2,34,46,15,14,3,0,0,2,0,2,11,9,1,4,12,21,44,2,8,1,3,2,3,3,3,5,27,4,3,1,7,2,2,12,2,2,2,4,4,3,7,4,17,13,3,2,0,28,2,3,20,0,7,3,39,10,1,1,40,1,3
"VVW",41,1,17,20,1,9,3,1,3,37,10,6,1,4,5,0,4,4,9,2,6,28,7,0,1,10,3,8,8,3,4,21,11,1,0,3,42,4,0,7,39,10,4,2,60,62,1,3,2,9,7,3,17,4,0,30,44,2,4,6,2,2,1,9,2,1,16,0,1,0,19,5,4,2,9,5,10,20,15,3,4,66,3,11,13,4,8,2,34,46,15,14,3,0,0,2,0,2,11,9,1,4,12,21,44,2,8,1,3,2,3,3,3,5,27,4,3,1,7,2,2,12,2,2,2,4,4,3,7,4,17,13,3,2,0,28,2,3,20,0,7,3,39,10,1,1,40,1,3
"VZ2",43,3,19,22,1,11,1,3,1,39,12,8,3,2,7,2,2,2,11,0,8,30,9,2,3,12,5,10,10,1,2,23,13,1,2,5,44,6,2,9,41,12,2,4,62,64,1,1,0,11,9,1,19,2,2,32,46,0,2,8,4,0,3,11,0,3,18,2,3,2,21,3,2,0,11,7,12,22,17,1,6,68,1,13,15,6,10,4,36,48,17,16,1,2,2,0,2,0,13,11,3,2,14,23,46,0,10,3,1,0,5,1,5,7,29,2,1,1,9,0,0,14,0,0,0,6,6,5,9,2,19,15,5,0,2,30,0,1,22,2,9,5,41,12,1,3,42,1,5
"W0K",41,1,17,20,1,9,3,1,3,37,10,6,1,4,5,0,4,4,9,2,6,28,7,0,1,10,3,8,8,3,4,21,11,1,0,3,42,4,0,7,39,10,4,2,60,62,1,3,2,9,7,3,17,4,0,30,44,2,4,6,2,2,1,9,2,1,16,0,1,0,19,5,4,2,9,5,10,20,15,3,4,66,3,11,13,4,8,2,34,46,15,14,3,0,0,2,0,2,11,9,1,4,12,21,44,2,8,1,3,2,3,3,3,5,27,4,3,1,7,2,2,12,2,2,2,4,4,3,7,4,17,13,3,2,0,28,2,3,20,0,7,3,39,10,1,1,40,1,3
"W42",43,3,19,22,1,11,1,3,1,39,12,8,3,2,7,2,2,2,11,0,8,30,9,2,3,12,5,10,10,1,2,23,13,1,2,5,44,6,2,9,41,12,2,4,62,64,1,1,0,11,9,1,19,2,2,32,46,0,2,8,4,0,3,11,0,3,18,2,3,2,21,3,2,0,11,7,12,22,17,1,6,68,1,13,15,6,10,4,36,48,17,16,1,2,2,0,2,0,13,11,3,2,14,23,46,0,10,3,1,0,5,1,5,7,29,2,1,1,9,0,0,14,0,0,0,6,6,5,9,2,19,15,5,0,2,30,0,1,22,2,9,5,41,12,1,3,42,1,5
"W86",30,10,6,9,12,2,14,10,14,26,1,5,10,15,6,11,15,15,2,13,5,17,4,11,10,1,8,3,3,14,15,10,0,12,11,8,31,7,11,4,28,1,15,9,49,51,12,14,13,2,4,14,6,15,11,19,33,13,15,5,9,13,10,2,13,10,5,11,10,11,8,16,15,13,2,6,1,9,4,14,7,55,14,0,2,7,3,9,23,35,4,3,14,11,11,13,11,13,0,2,10,15,1,10,33,13,3,10,14,13,8,14,8,6,16,15,14,12,4,13,13,1,13,13,13,7,7,8,4,15,6,2,8,13,11,17,13,14,9,11,4,8,28,1,12,10,29,12,8
"W8A",32,8,8,11,10,0,12,8,12,28,1,3,8,13,4,9,13,13,0,11,3,19,2,9,8,1,6,1,1,12,13,12,2,10,9,6,33,5,9,2,30,1,13,7,51,53,10,12,11,0,2,12,8,13,9,21,35,11,13,3,7,11,8,0,11,8,7,9,8,9,10,14,13,11,0,4,1,11,6,12,5,57,12,2,4,5,1,7,25,37,6,5,12,9,9,11,9,11,2,0,8,13,3,12,35,11,1,8,12,11,6,12,6,4,18,13,12,10,2,11,11,3,11,11,11,5,5,6,2,13,8,4,6,11,9,19,11,12,11,9,2,6,30,1,10,8,31,10,6
"WAB",40,0,16,19,2,8,4,0,4,36,9,5,0,5,4,1,5,5,8,3,5,27,6,1,0,9,2,7,7,4,5,20,10,2,1,2,41,3,1,6,38,9,5,1,59,61,2,4,3,8,6,4,16,5,1,29,43,3,5,5,1,3,0,8,3,0,15,1,0,1,18,6,5,3,8,4,9,19,14,4,3,65,4,10,12,3,7,1,33,45,14,13,4,1,1,3,1,3,10,8,0,5,11,20,43,3,7,0,4,3,2,4,2,4,26,5,4,2,6,3,3,11,3,3,3,3,3,2,6,5,16,12,2,3,1,27,3,4,19,1,6,2,38,9,2,0,39,2,2
"WBA",45,5,21,24,3,13,1,5,1,41,14,10,5,0,9,4,0,0,13,2,10,32,11,4,5,14,7,12,12,1,0,25,15,3,4,7,46,8,4,11,43,14,0,6,64,66,3,1,2,13,11,1,21,0,4,34,48,2,0,10,6,2,5,13,2,5,20,4,5,4,23,1,0,2,13,9,14,24,19,1,8,70,1,15,17,8,12,6,38,50,19,18,1,4,4,2,4,2,15,13,5,0,16,25,48,2,12,5,1,2,7,1,7,9,31,0,1,3,11,2,2,16,2,2,2,8,8,7,11,0,21,17,7,2,4,32,2,1,24,4,11,7,43,14,3,5,44,3,7
"WT8",29,11,5,8,13,3,15,11,15,25,2,6,11,16,7,12,16,16,3,14,6,16,5,12,11,2,9,4,4,15,16,9,1,13,12,9,30,8,12,5,27,2,16,10,48,50,13,15,14,3,5,15,5,16,12,18,32,14,16,6,10,14,11,3,14,11,4,12,11,12,7,17,16,14,3,7,2,8,3,15,8,54,15,1,1,8,4,10,22,34,3,2,15,12,12,14,12,14,1,3,11,16,0,9,32,14,4,11,15,14,9,15,9,7,15,16,15,13,5,14,14,0,14,14,14,8,8,9,5,16,5,1,9,14,12,16,14,15,8,12,5,9,27,2,13,11,28,13,9
"WZV",20,20,4,1,22,12,24,20,24,16,11,15,20,25,16,21,25,25,12,23,15,7,14,21,20,11,18,13,13,24,25,0,10,22,21,18,21,17,21,14,18,11,25,19,39,41,22,24,23,12,14,24,4,25,21,9,23,23,25,15,19,23,20,12,23,20,5,21,20,21,2,26,25,23,12,16,11,1,6,24,17,45,24,10,8,17,13,19,13,25,6,7,24,21,21,23,21,23,10,12,20,25,9,0,23,23,13,20,24,23,18,24,18,16,6,25,24,22,14,23,23,9,23,23,23,17,17,18,14,25,4,8,18,23,21,7,23,24,1,21,14,18,18,11,22,20,19,22,18
"X99",3,43,27,24,45,35,47,43,47,7,34,38,43,48,39,44,48,48,35,46,38,16,37,44,43,34,41,36,36,47,48,23,33,45,44,41,2,40,44,37,5,34,48,42,16,18,45,47,46,35,37,47,27,48,44,14,0,46,48,38,42,46,43,35,46,43,28,44,43,44,25,49,48,46,35,39,34,24,29,47,40,22,47,33,31,40,36,42,10,2,29,30,47,44,44,46,44,46,33,35,43,48,32,23,0,46,36,43,47,46,41,47,41,39,17,48,47,45,37,46,46,32,46,46,46,40,40,41,37,48,27,31,41,46,44,16,46,47,24,44,37,41,5,34,45,43,4,45,41
"XA6",43,3,19,22,1,11,1,3,1,39,12,8,3,2,7,2,2,2,11,0,8,30,9,2,3,12,5,10,10,1,2,23,13,1,2,5,44,6,2,9,41,12,2,4,62,64,1,1,0,11,9,1,19,2,2,32,46,0,2,8,4,0,3,11,0,3,18,2,3,2,21,3,2,0,11,7,12,22,17,1,6,68,1,13,15,6,10,4,36,48,17,16,1,2,2,0,2,0,13,11,3,2,14,23,46,0,10,3,1,0,5,1,5,7,29,2,1,1,9,0,0,14,0,0,0,6,6,5,9,2,19,15,5,0,2,30,0,1,22,2,9,5,41,12,1,3,42,1,5
"XBX",33,7,9,12,9,1,11,7,11,29,2,2,7,12,3,8,12,12,1,10,2,20,1,8,7,2,5,0,0,11,12,13,3,9,8,5,34,4,8,1,31,2,12,6,52,54,9,11,10,1,1,11,9,12,8,22,36,10,12,2,6,10,7,1,10,7,8,8,7,8,11,13,12,10,1,3,2,12,7,11,4,58,11,3,5,4,0,6,26,38,7,6,11,8,8,10,8,10,3,1,7,12,4,13,36,10,0,7,11,10,5,11,5,3,19,12,11,9,1,10,10,4,10,10,10,4,4,5,1,12,9,5,5,10,8,20,10,11,12,8,1,5,31,2,9,7,32,9,5
"XED",40,0,16,19,2,8,4,0,4,36,9,5,0,5,4,1,5,5,8,3,5,27,6,1,0,9,2,7,7,4,5,20,10,2,1,2,41,3,1,6,38,9,5,1,59,61,2,4,3,8,6,4,16,5,1,29,43,3,5,5,1,3,0,8,3,0,15,1,0,1,18,6,5,3,8,4,9,19,14,4,3,65,4,10,12,3,7,1,33,45,14,13,4,1,1,3,1,3,10,8,0,5,11,20,43,3,7,0,4,3,2,4,2,4,26,5,4,2,6,3,3,11,3,3,3,3,3,2,6,5,16,12,2,3,1,27,3,4,19,1,6,2,38,9,2,0,39,2,2
"XFV",44,4,20,23,2,12,0,4,0,40,13,9,4,1,8,3,1,1,12,1,9,31,10,3,4,13,6,11,11,0,1,24,14,2,3,6,45,7,3,10,42,13,1,5,63,65,2,0,1,12,10,0,20,1,3,33,47,1,1,9,5,1,4,12,1,4,19,3,4,3,22,2,1,1,12,8,13,23,18,0,7,69,0,14,16,7,11,5,37,49,18,17,0,3,3,1,3,1,14,12,4,1,15,24,47,1,11,4,0,1,6,0,6,8,30,1,0,2,10,1,1,15,1,1,1,7,7,6,10,1,20,16,6,1,3,31,1,0,23,3,10,6,42,13,2,4,43,2,6
"XHN",43,3,19,22,1,11,1,3,1,39,12,8,3,2,7,2,2,2,11,0,8,30,9,2,3,12,5,10,10,1,2,23,13,1,2,5,44,6,2,9,41,12,2,4,62,64,1,1,0,11,9,1,19,2,2,32,46,0,2,8,4,0,3,11,0,3,18,2,3,2,21,3,2,0,11,7,12,22,17,1,6,68,1,13,15,6,10,4,36,48,17,16,1,2,2,0,2,0,13,11,3,2,14,23,46,0,10,3,1,0,5,1,5,7,29,2,1,1,9,0,0,14,0,0,0,6,6,5,9,2,19,15,5,0,2,30,0,1,22,2,9,5,41,12,1,3,42,1,5
"XM8",38,2,14,17,4,6,6,2,6,34,7,3,2,7,2,3,7,7,6,5,3,25,4,3,2,7,0,5,5,6,7,18,8,4,3,0,39,1,3,4,36,7,7,1,57,59,4,6,5,6,4,6,14,7,3,27,41,5,7,3,1,5,2,6,5,2,13,3,2,3,16,8,7,5,6,2,7,17,12,6,1,63,6,8,10,1,5,1,31,43,12,11,6,3,3,5,3,5,8,6,2,7,9,18,41,5,5,2,6,5,0,6,0,2,24,7,6,4,4,5,5,9,5,5,5,1,1,0,4,7,14,10,0,5,3,25,5,6,17,3,4,0,36,7,4,2,37,4,0
"XNG",44,4,20,23,2,12,0,4,0,40,13,9,4,1,8,3,1,1,12,1,9,31,10,3,4,13,6,11,11,0,1,24,14,2,3,6,45,7,3,10,42,13,1,5,63,65,2,0,1,12,10,0,20,1,3,33,47,1,1,9,5,1,4,12,1,4,19,3,4,3,22,2,1,1,12,8,13,23,18,0,7,69,0,14,16,7,11,5,37,49,18,17,0,3,3,1,3,1,14,12,4,1,15,24,47,1,11,4,0,1,6,0,6,8,30,1,0,2,10,1,1,15,1,1,1,7,7,6,10,1,20,16,6,1,3,31,1,0,23,3,10,6,42,13,2,4,43,2,6
"XW3",38,2,14,17,4,6,6,2,6,34,7,3,2,7,2,3,7,7,6,5,3,25,4,3,2,7,0,5,5,6,7,18,8,4,3,0,39,1,3,4,36,7,7,1,57,59,4,6,5,6,4,6,14,7,3,27,41,5,7,3,1,5,2,6,5,2,13,3,2,3,16,8,7,5,6,2,7,17,12,6,1,63,6,8,10,1,5,1,31,43,12,11,6,3,3,5,3,5,8,6,2,7,9,18,41,5,5,2,6,5,0,6,0,2,24,7,6,4,4,5,5,9,5,5,5,1,1,0,4,7,14,10,0,5,3,25,5,6,17,3,4,0,36,7,4,2,37,4,0
"XY3",36,4,12,15,6,4,8,4,8,32,5,1,4,9,0,5,9,9,4,7,1,23,2,5,4,5,2,3,3,8,9,16,6,6,5,2,37,1,5,2,34,5,9,3,55,57,6,8,7,4,2,8,12,9,5,25,39,7,9,1,3,7,4,4,7,4,11,5,4,5,14,10,9,7,4,0,5,15,10,8,1,61,8,6,8,1,3,3,29,41,10,9,8,5,5,7,5,7,6,4,4,9,7,16,39,7,3,4,8,7,2,8,2,0,22,9,8,6,2,7,7,7,7,7,7,1,1,2,2,9,12,8,2,7,5,23,7,8,15,5,2,2,34,5,6,4,35,6,2
"XZQ",14,26,10,7,28,18,30,26,30,10,17,21,26,31,22,27,31,31,18,29,21,1,20,27,26,17,24,19,19,30,31,6,16,28,27,24,15,23,27,20,12,17,31,25,33,35,28,30,29,18,20,30,10,31,27,3,17,29,31,21,25,29,26,18,29,26,11,27,26,27,8,32,31,29,18,22,17,7,12,30,23,39,30,16,14,23,19,25,7,19,12,13,30,27,27,29,27,29,16,18,26,31,15,6,17,29,19,26,30,29,24,30,24,22,0,31,30,28,20,29,29,15,29,29,29,23,23,24,20,31,10,14,24,29,27,1,29,30,7,27,20,24,12,17,28,26,13,28,24
"Y3C",45,5,21,24,3,13,1,5,1,41,14,10,5,0,9,4,0,0,13,2,10,32,11,4,5,14,7,12,12,1,0,25,15,3,4,7,46,8,4,11,43,14,0,6,64,66,3,1,2,13,11,1,21,0,4,34,48,2,0,10,6,2,5,13,2,5,20,4,5,4,23,1,0,2,13,9,14,24,19,1,8,70,1,15,17,8,12,6,38,50,19,18,1,4,4,2,4,2,15,13,5,0,16,25,48,2,12,5,1,2,7,1,7,9,31,0,1,3,11,2,2,16,2,2,2,8,8,7,11,0,21,17,7,2,4,32,2,1,24,4,11,7,43,14,3,5,44,3,7
"Y4W",44,4,20,23,2,12,0,4,0,40,13,9,4,1,8,3,1,1,12,1,9,31,10,3,4,13,6,11,11,0,1,24,14,2,3,6,45,7,3,10,42,13,1,5,63,65,2,0,1,12,10,0,20,1,3,33,47,1,1,9,5,1,4,12,1,4,19,3,4,3,22,2,1,1,12,8,13,23,18,0,7,69,0,14,16,7,11,5,37,49,18,17,0,3,3,1,3,1,14,12,4,1,15,24,47,1,11,4,0,1,6,0,6,8,30,1,0,2,10,1,1,15,1,1,1,7,7,6,10,1,20,16,6,1,3,31,1,0,23,3,10,6,42,13,2,4,43,2,6
"Y80",42,2,18,21,0,10,2,2,2,38,11,7,2,3,6,1,3,3,10,1,7,29,8,1,2,11,4,9,9,2,3,22,12,0,1,4,43,5,1,8,40,11,3,3,61,63,0,2,1,10,8,2,18,3,1,31,45,1,3,7,3,1,2,10,1,2,17,1,2,1,20,4,3,1,10,6,11,21,16,2,5,67,2,12,14,5,9,3,35,47,16,15,2,1,1,1,1,1,12,10,2,3,13,22,45,1,9,2,2,1,4,2,4,6,28,3,2,0,8,1,1,13,1,1,1,5,5,4,8,3,18,14,4,1,1,29,1,2,21,1,8,4,40,11,0,2,41,0,4
