"","A19","A1J","AGQ","AGT","AJW","ASY","AZE","B5X","C3P","C8A","CAQ","CFR","CK7","CNS","CRM","CRN","CZE","D3H","D7G","D88","E09","E22","ED1","ETK","EV5","F32","F60","FBD","FEE","G6E","GDP","GS3","GYG","H1H","H71","H8T","HAS","HNS","HXU","J1N","JAM","JFJ","JSP","JVY","K3W","K7R","KGA","KKA","KMT","KU1","KUK","MC7","MCC","MP1","MTY","N06","N49","NA9","NCD","NE0","NG9","NQ5","NRM","NTK","NX0","P3N","PAK","Q1P","Q6C","QQ9","QZ7","R5F","R6N","RBV","RG0","RHW","RME","RRR","RT7","RZJ","S5P","S5T","S9D","SET","T7H","T81","T8Q","TDC","TXE","U1B","U8R","UCP","V3H","V9B","VVW","VZ2","W0K","W42","W86","W8A","WAB","WBA","WT8","WZV","X99","XA6","XBX","XED","XFV","XHN","XM8","XNG","XW3","XY3","XZQ","Y3C","Y4W","Y80","YDJ","YDY","YF0","YH4","YHV","YNV","YQN","Z3Q","Z4N","Z50","ZM9","ZQG","ZQU","ZRN","ZXH","ZYK","ZZS","YZF","RDQ","BUJ","C93","Q7R","ZNY","MC1","AK0","U8D","DGV","NC6","FPJ","XU0","G8F"
"GDP",45,5,21,24,3,13,1,5,1,41,14,10,5,0,9,4,0,0,13,2,10,32,11,4,5,14,7,12,12,1,0,25,15,3,4,7,46,8,4,11,43,14,0,6,64,66,3,1,2,13,11,1,21,0,4,34,48,2,0,10,6,2,5,13,2,5,20,4,5,4,23,1,0,2,13,9,14,24,19,1,8,70,1,15,17,8,12,6,38,50,19,18,1,4,4,2,4,2,15,13,5,0,16,25,48,2,12,5,1,2,7,1,7,9,31,0,1,3,11,2,2,16,2,2,2,8,8,7,11,0,21,17,7,2,4,32,2,1,24,4,11,7,43,14,3,5,44,3,7
"GS3",20,20,4,1,22,12,24,20,24,16,11,15,20,25,16,21,25,25,12,23,15,7,14,21,20,11,18,13,13,24,25,0,10,22,21,18,21,17,21,14,18,11,25,19,39,41,22,24,23,12,14,24,4,25,21,9,23,23,25,15,19,23,20,12,23,20,5,21,20,21,2,26,25,23,12,16,11,1,6,24,17,45,24,10,8,17,13,19,13,25,6,7,24,21,21,23,21,23,10,12,20,25,9,0,23,23,13,20,24,23,18,24,18,16,6,25,24,22,14,23,23,9,23,23,23,17,17,18,14,25,4,8,18,23,21,7,23,24,1,21,14,18,18,11,22,20,19,22,18
"GYG",30,10,6,9,12,2,14,10,14,26,1,5,10,15,6,11,15,15,2,13,5,17,4,11,10,1,8,3,3,14,15,10,0,12,11,8,31,7,11,4,28,1,15,9,49,51,12,14,13,2,4,14,6,15,11,19,33,13,15,5,9,13,10,2,13,10,5,11,10,11,8,16,15,13,2,6,1,9,4,14,7,55,14,0,2,7,3,9,23,35,4,3,14,11,11,13,11,13,0,2,10,15,1,10,33,13,3,10,14,13,8,14,8,6,16,15,14,12,4,13,13,1,13,13,13,7,7,8,4,15,6,2,8,13,11,17,13,14,9,11,4,8,28,1,12,10,29,12,8
"H1H",42,2,18,21,0,10,2,2,2,38,11,7,2,3,6,1,3,3,10,1,7,29,8,1,2,11,4,9,9,2,3,22,12,0,1,4,43,5,1,8,40,11,3,3,61,63,0,2,1,10,8,2,18,3,1,31,45,1,3,7,3,1,2,10,1,2,17,1,2,1,20,4,3,1,10,6,11,21,16,2,5,67,2,12,14,5,9,3,35,47,16,15,2,1,1,1,1,1,12,10,2,3,13,22,45,1,9,2,2,1,4,2,4,6,28,3,2,0,8,1,1,13,1,1,1,5,5,4,8,3,18,14,4,1,1,29,1,2,21,1,8,4,40,11,0,2,41,0,4
"H71",41,1,17,20,1,9,3,1,3,37,10,6,1,4,5,0,4,4,9,2,6,28,7,0,1,10,3,8,8,3,4,21,11,1,0,3,42,4,0,7,39,10,4,2,60,62,1,3,2,9,7,3,17,4,0,30,44,2,4,6,2,2,1,9,2,1,16,0,1,0,19,5,4,2,9,5,10,20,15,3,4,66,3,11,13,4,8,2,34,46,15,14,3,0,0,2,0,2,11,9,1,4,12,21,44,2,8,1,3,2,3,3,3,5,27,4,3,1,7,2,2,12,2,2,2,4,4,3,7,4,17,13,3,2,0,28,2,3,20,0,7,3,39,10,1,1,40,1,3
"H8T",38,2,14,17,4,6,6,2,6,34,7,3,2,7,2,3,7,7,6,5,3,25,4,3,2,7,0,5,5,6,7,18,8,4,3,0,39,1,3,4,36,7,7,1,57,59,4,6,5,6,4,6,14,7,3,27,41,5,7,3,1,5,2,6,5,2,13,3,2,3,16,8,7,5,6,2,7,17,12,6,1,63,6,8,10,1,5,1,31,43,12,11,6,3,3,5,3,5,8,6,2,7,9,18,41,5,5,2,6,5,0,6,0,2,24,7,6,4,4,5,5,9,5,5,5,1,1,0,4,7,14,10,0,5,3,25,5,6,17,3,4,0,36,7,4,2,37,4,0
"HAS",1,41,25,22,43,33,45,41,45,5,32,36,41,46,37,42,46,46,33,44,36,14,35,42,41,32,39,34,34,45,46,21,31,43,42,39,0,38,42,35,3,32,46,40,18,20,43,45,44,33,35,45,25,46,42,12,2,44,46,36,40,44,41,33,44,41,26,42,41,42,23,47,46,44,33,37,32,22,27,45,38,24,45,31,29,38,34,40,8,4,27,28,45,42,42,44,42,44,31,33,41,46,30,21,2,44,34,41,45,44,39,45,39,37,15,46,45,43,35,44,44,30,44,44,44,38,38,39,35,46,25,29,39,44,42,14,44,45,22,42,35,39,3,32,43,41,2,43,39
"HNS",37,3,13,16,5,5,7,3,7,33,6,2,3,8,1,4,8,8,5,6,2,24,3,4,3,6,1,4,4,7,8,17,7,5,4,1,38,0,4,3,35,6,8,2,56,58,5,7,6,5,3,7,13,8,4,26,40,6,8,2,2,6,3,5,6,3,12,4,3,4,15,9,8,6,5,1,6,16,11,7,0,62,7,7,9,0,4,2,30,42,11,10,7,4,4,6,4,6,7,5,3,8,8,17,40,6,4,3,7,6,1,7,1,1,23,8,7,5,3,6,6,8,6,6,6,0,0,1,3,8,13,9,1,6,4,24,6,7,16,4,3,1,35,6,5,3,36,5,1
"HXU",41,1,17,20,1,9,3,1,3,37,10,6,1,4,5,0,4,4,9,2,6,28,7,0,1,10,3,8,8,3,4,21,11,1,0,3,42,4,0,7,39,10,4,2,60,62,1,3,2,9,7,3,17,4,0,30,44,2,4,6,2,2,1,9,2,1,16,0,1,0,19,5,4,2,9,5,10,20,15,3,4,66,3,11,13,4,8,2,34,46,15,14,3,0,0,2,0,2,11,9,1,4,12,21,44,2,8,1,3,2,3,3,3,5,27,4,3,1,7,2,2,12,2,2,2,4,4,3,7,4,17,13,3,2,0,28,2,3,20,0,7,3,39,10,1,1,40,1,3
"J1N",34,6,10,13,8,2,10,6,10,30,3,1,6,11,2,7,11,11,2,9,1,21,0,7,6,3,4,1,1,10,11,14,4,8,7,4,35,3,7,0,32,3,11,5,53,55,8,10,9,2,0,10,10,11,7,23,37,9,11,1,5,9,6,2,9,6,9,7,6,7,12,12,11,9,2,2,3,13,8,10,3,59,10,4,6,3,1,5,27,39,8,7,10,7,7,9,7,9,4,2,6,11,5,14,37,9,1,6,10,9,4,10,4,2,20,11,10,8,0,9,9,5,9,9,9,3,3,4,0,11,10,6,4,9,7,21,9,10,13,7,0,4,32,3,8,6,33,8,4
"JAM",2,38,22,19,40,30,42,38,42,2,29,33,38,43,34,39,43,43,30,41,33,11,32,39,38,29,36,31,31,42,43,18,28,40,39,36,3,35,39,32,0,29,43,37,21,23,40,42,41,30,32,42,22,43,39,9,5,41,43,33,37,41,38,30,41,38,23,39,38,39,20,44,43,41,30,34,29,19,24,42,35,27,42,28,26,35,31,37,5,7,24,25,42,39,39,41,39,41,28,30,38,43,27,18,5,41,31,38,42,41,36,42,36,34,12,43,42,40,32,41,41,27,41,41,41,35,35,36,32,43,22,26,36,41,39,11,41,42,19,39,32,36,0,29,40,38,1,40,36
"JFJ",31,9,7,10,11,1,13,9,13,27,0,4,9,14,5,10,14,14,1,12,4,18,3,10,9,0,7,2,2,13,14,11,1,11,10,7,32,6,10,3,29,0,14,8,50,52,11,13,12,1,3,13,7,14,10,20,34,12,14,4,8,12,9,1,12,9,6,10,9,10,9,15,14,12,1,5,0,10,5,13,6,56,13,1,3,6,2,8,24,36,5,4,13,10,10,12,10,12,1,1,9,14,2,11,34,12,2,9,13,12,7,13,7,5,17,14,13,11,3,12,12,2,12,12,12,6,6,7,3,14,7,3,7,12,10,18,12,13,10,10,3,7,29,0,11,9,30,11,7
"JSP",45,5,21,24,3,13,1,5,1,41,14,10,5,0,9,4,0,0,13,2,10,32,11,4,5,14,7,12,12,1,0,25,15,3,4,7,46,8,4,11,43,14,0,6,64,66,3,1,2,13,11,1,21,0,4,34,48,2,0,10,6,2,5,13,2,5,20,4,5,4,23,1,0,2,13,9,14,24,19,1,8,70,1,15,17,8,12,6,38,50,19,18,1,4,4,2,4,2,15,13,5,0,16,25,48,2,12,5,1,2,7,1,7,9,31,0,1,3,11,2,2,16,2,2,2,8,8,7,11,0,21,17,7,2,4,32,2,1,24,4,11,7,43,14,3,5,44,3,7
"JVY",39,1,15,18,3,7,5,1,5,35,8,4,1,6,3,2,6,6,7,4,4,26,5,2,1,8,1,6,6,5,6,19,9,3,2,1,40,2,2,5,37,8,6,0,58,60,3,5,4,7,5,5,15,6,2,28,42,4,6,4,0,4,1,7,4,1,14,2,1,2,17,7,6,4,7,3,8,18,13,5,2,64,5,9,11,2,6,0,32,44,13,12,5,2,2,4,2,4,9,7,1,6,10,19,42,4,6,1,5,4,1,5,1,3,25,6,5,3,5,4,4,10,4,4,4,2,2,1,5,6,15,11,1,4,2,26,4,5,18,2,5,1,37,8,3,1,38,3,1
"K3W",19,59,43,40,61,51,63,59,63,23,50,54,59,64,55,60,64,64,51,62,54,32,53,60,59,50,57,52,52,63,64,39,49,61,60,57,18,56,60,53,21,50,64,58,0,2,61,63,62,51,53,63,43,64,60,30,16,62,64,54,58,62,59,51,62,59,44,60,59,60,41,65,64,62,51,55,50,40,45,63,56,6,63,49,47,56,52,58,26,14,45,46,63,60,60,62,60,62,49,51,59,64,48,39,16,62,52,59,63,62,57,63,57,55,33,64,63,61,53,62,62,48,62,62,62,56,56,57,53,64,43,47,57,62,60,32,62,63,40,60,53,57,21,50,61,59,20,61,57
"K7R",21,61,45,42,63,53,65,61,65,25,52,56,61,66,57,62,66,66,53,64,56,34,55,62,61,52,59,54,54,65,66,41,51,63,62,59,20,58,62,55,23,52,66,60,2,0,63,65,64,53,55,65,45,66,62,32,18,64,66,56,60,64,61,53,64,61,46,62,61,62,43,67,66,64,53,57,52,42,47,65,58,4,65,51,49,58,54,60,28,16,47,48,65,62,62,64,62,64,51,53,61,66,50,41,18,64,54,61,65,64,59,65,59,57,35,66,65,63,55,64,64,50,64,64,64,58,58,59,55,66,45,49,59,64,62,34,64,65,42,62,55,59,23,52,63,61,22,63,59
"KGA",42,2,18,21,0,10,2,2,2,38,11,7,2,3,6,1,3,3,10,1,7,29,8,1,2,11,4,9,9,2,3,22,12,0,1,4,43,5,1,8,40,11,3,3,61,63,0,2,1,10,8,2,18,3,1,31,45,1,3,7,3,1,2,10,1,2,17,1,2,1,20,4,3,1,10,6,11,21,16,2,5,67,2,12,14,5,9,3,35,47,16,15,2,1,1,1,1,1,12,10,2,3,13,22,45,1,9,2,2,1,4,2,4,6,28,3,2,0,8,1,1,13,1,1,1,5,5,4,8,3,18,14,4,1,1,29,1,2,21,1,8,4,40,11,0,2,41,0,4
"KKA",44,4,20,23,2,12,0,4,0,40,13,9,4,1,8,3,1,1,12,1,9,31,10,3,4,13,6,11,11,0,1,24,14,2,3,6,45,7,3,10,42,13,1,5,63,65,2,0,1,12,10,0,20,1,3,33,47,1,1,9,5,1,4,12,1,4,19,3,4,3,22,2,1,1,12,8,13,23,18,0,7,69,0,14,16,7,11,5,37,49,18,17,0,3,3,1,3,1,14,12,4,1,15,24,47,1,11,4,0,1,6,0,6,8,30,1,0,2,10,1,1,15,1,1,1,7,7,6,10,1,20,16,6,1,3,31,1,0,23,3,10,6,42,13,2,4,43,2,6
"KMT",43,3,19,22,1,11,1,3,1,39,12,8,3,2,7,2,2,2,11,0,8,30,9,2,3,12,5,10,10,1,2,23,13,1,2,5,44,6,2,9,41,12,2,4,62,64,1,1,0,11,9,1,19,2,2,32,46,0,2,8,4,0,3,11,0,3,18,2,3,2,21,3,2,0,11,7,12,22,17,1,6,68,1,13,15,6,10,4,36,48,17,16,1,2,2,0,2,0,13,11,3,2,14,23,46,0,10,3,1,0,5,1,5,7,29,2,1,1,9,0,0,14,0,0,0,6,6,5,9,2,19,15,5,0,2,30,0,1,22,2,9,5,41,12,1,3,42,1,5
"KU1",32,8,8,11,10,0,12,8,12,28,1,3,8,13,4,9,13,13,0,11,3,19,2,9,8,1,6,1,1,12,13,12,2,10,9,6,33,5,9,2,30,1,13,7,51,53,10,12,11,0,2,12,8,13,9,21,35,11,13,3,7,11,8,0,11,8,7,9,8,9,10,14,13,11,0,4,1,11,6,12,5,57,12,2,4,5,1,7,25,37,6,5,12,9,9,11,9,11,2,0,8,13,3,12,35,11,1,8,12,11,6,12,6,4,18,13,12,10,2,11,11,3,11,11,11,5,5,6,2,13,8,4,6,11,9,19,11,12,11,9,2,6,30,1,10,8,31,10,6
"KUK",34,6,10,13,8,2,10,6,10,30,3,1,6,11,2,7,11,11,2,9,1,21,0,7,6,3,4,1,1,10,11,14,4,8,7,4,35,3,7,0,32,3,11,5,53,55,8,10,9,2,0,10,10,11,7,23,37,9,11,1,5,9,6,2,9,6,9,7,6,7,12,12,11,9,2,2,3,13,8,10,3,59,10,4,6,3,1,5,27,39,8,7,10,7,7,9,7,9,4,2,6,11,5,14,37,9,1,6,10,9,4,10,4,2,20,11,10,8,0,9,9,5,9,9,9,3,3,4,0,11,10,6,4,9,7,21,9,10,13,7,0,4,32,3,8,6,33,8,4
"MC7",44,4,20,23,2,12,0,4,0,40,13,9,4,1,8,3,1,1,12,1,9,31,10,3,4,13,6,11,11,0,1,24,14,2,3,6,45,7,3,10,42,13,1,5,63,65,2,0,1,12,10,0,20,1,3,33,47,1,1,9,5,1,4,12,1,4,19,3,4,3,22,2,1,1,12,8,13,23,18,0,7,69,0,14,16,7,11,5,37,49,18,17,0,3,3,1,3,1,14,12,4,1,15,24,47,1,11,4,0,1,6,0,6,8,30,1,0,2,10,1,1,15,1,1,1,7,7,6,10,1,20,16,6,1,3,31,1,0,23,3,10,6,42,13,2,4,43,2,6
"MCC",24,16,0,3,18,8,20,16,20,20,7,11,16,21,12,17,21,21,8,19,11,11,10,17,16,7,14,9,9,20,21,4,6,18,17,14,25,13,17,10,22,7,21,15,43,45,18,20,19,8,10,20,0,21,17,13,27,19,21,11,15,19,16,8,19,16,1,17,16,17,2,22,21,19,8,12,7,3,2,20,13,49,20,6,4,13,9,15,17,29,2,3,20,17,17,19,17,19,6,8,16,21,5,4,27,19,9,16,20,19,14,20,14,12,10,21,20,18,10,19,19,5,19,19,19,13,13,14,10,21,0,4,14,19,17,11,19,20,3,17,10,14,22,7,18,16,23,18,14
"MP1",45,5,21,24,3,13,1,5,1,41,14,10,5,0,9,4,0,0,13,2,10,32,11,4,5,14,7,12,12,1,0,25,15,3,4,7,46,8,4,11,43,14,0,6,64,66,3,1,2,13,11,1,21,0,4,34,48,2,0,10,6,2,5,13,2,5,20,4,5,4,23,1,0,2,13,9,14,24,19,1,8,70,1,15,17,8,12,6,38,50,19,18,1,4,4,2,4,2,15,13,5,0,16,25,48,2,12,5,1,2,7,1,7,9,31,0,1,3,11,2,2,16,2,2,2,8,8,7,11,0,21,17,7,2,4,32,2,1,24,4,11,7,43,14,3,5,44,3,7
"MTY",41,1,17,20,1,9,3,1,3,37,10,6,1,4,5,0,4,4,9,2,6,28,7,0,1,10,3,8,8,3,4,21,11,1,0,3,42,4,0,7,39,10,4,2,60,62,1,3,2,9,7,3,17,4,0,30,44,2,4,6,2,2,1,9,2,1,16,0,1,0,19,5,4,2,9,5,10,20,15,3,4,66,3,11,13,4,8,2,34,46,15,14,3,0,0,2,0,2,11,9,1,4,12,21,44,2,8,1,3,2,3,3,3,5,27,4,3,1,7,2,2,12,2,2,2,4,4,3,7,4,17,13,3,2,0,28,2,3,20,0,7,3,39,10,1,1,40,1,3
"N06",11,29,13,10,31,21,33,29,33,7,20,24,29,34,25,30,34,34,21,32,24,2,23,30,29,20,27,22,22,33,34,9,19,31,30,27,12,26,30,23,9,20,34,28,30,32,31,33,32,21,23,33,13,34,30,0,14,32,34,24,28,32,29,21,32,29,14,30,29,30,11,35,34,32,21,25,20,10,15,33,26,36,33,19,17,26,22,28,4,16,15,16,33,30,30,32,30,32,19,21,29,34,18,9,14,32,22,29,33,32,27,33,27,25,3,34,33,31,23,32,32,18,32,32,32,26,26,27,23,34,13,17,27,32,30,2,32,33,10,30,23,27,9,20,31,29,10,31,27
"N49",3,43,27,24,45,35,47,43,47,7,34,38,43,48,39,44,48,48,35,46,38,16,37,44,43,34,41,36,36,47,48,23,33,45,44,41,2,40,44,37,5,34,48,42,16,18,45,47,46,35,37,47,27,48,44,14,0,46,48,38,42,46,43,35,46,43,28,44,43,44,25,49,48,46,35,39,34,24,29,47,40,22,47,33,31,40,36,42,10,2,29,30,47,44,44,46,44,46,33,35,43,48,32,23,0,46,36,43,47,46,41,47,41,39,17,48,47,45,37,46,46,32,46,46,46,40,40,41,37,48,27,31,41,46,44,16,46,47,24,44,37,41,5,34,45,43,4,45,41
"NA9",43,3,19,22,1,11,1,3,1,39,12,8,3,2,7,2,2,2,11,0,8,30,9,2,3,12,5,10,10,1,2,23,13,1,2,5,44,6,2,9,41,12,2,4,62,64,1,1,0,11,9,1,19,2,2,32,46,0,2,8,4,0,3,11,0,3,18,2,3,2,21,3,2,0,11,7,12,22,17,1,6,68,1,13,15,6,10,4,36,48,17,16,1,2,2,0,2,0,13,11,3,2,14,23,46,0,10,3,1,0,5,1,5,7,29,2,1,1,9,0,0,14,0,0,0,6,6,5,9,2,19,15,5,0,2,30,0,1,22,2,9,5,41,12,1,3,42,1,5
"NCD",45,5,21,24,3,13,1,5,1,41,14,10,5,0,9,4,0,0,13,2,10,32,11,4,5,14,7,12,12,1,0,25,15,3,4,7,46,8,4,11,43,14,0,6,64,66,3,1,2,13,11,1,21,0,4,34,48,2,0,10,6,2,5,13,2,5,20,4,5,4,23,1,0,2,13,9,14,24,19,1,8,70,1,15,17,8,12,6,38,50,19,18,1,4,4,2,4,2,15,13,5,0,16,25,48,2,12,5,1,2,7,1,7,9,31,0,1,3,11,2,2,16,2,2,2,8,8,7,11,0,21,17,7,2,4,32,2,1,24,4,11,7,43,14,3,5,44,3,7
"NE0",35,5,11,14,7,3,9,5,9,31,4,0,5,10,1,6,10,10,3,8,0,22,1,6,5,4,3,2,2,9,10,15,5,7,6,3,36,2,6,1,33,4,10,4,54,56,7,9,8,3,1,9,11,10,6,24,38,8,10,0,4,8,5,3,8,5,10,6,5,6,13,11,10,8,3,1,4,14,9,9,2,60,9,5,7,2,2,4,28,40,9,8,9,6,6,8,6,8,5,3,5,10,6,15,38,8,2,5,9,8,3,9,3,1,21,10,9,7,1,8,8,6,8,8,8,2,2,3,1,10,11,7,3,8,6,22,8,9,14,6,1,3,33,4,7,5,34,7,3
"NG9",39,1,15,18,3,7,5,1,5,35,8,4,1,6,3,2,6,6,7,4,4,26,5,2,1,8,1,6,6,5,6,19,9,3,2,1,40,2,2,5,37,8,6,0,58,60,3,5,4,7,5,5,15,6,2,28,42,4,6,4,0,4,1,7,4,1,14,2,1,2,17,7,6,4,7,3,8,18,13,5,2,64,5,9,11,2,6,0,32,44,13,12,5,2,2,4,2,4,9,7,1,6,10,19,42,4,6,1,5,4,1,5,1,3,25,6,5,3,5,4,4,10,4,4,4,2,2,1,5,6,15,11,1,4,2,26,4,5,18,2,5,1,37,8,3,1,38,3,1
"NQ5",43,3,19,22,1,11,1,3,1,39,12,8,3,2,7,2,2,2,11,0,8,30,9,2,3,12,5,10,10,1,2,23,13,1,2,5,44,6,2,9,41,12,2,4,62,64,1,1,0,11,9,1,19,2,2,32,46,0,2,8,4,0,3,11,0,3,18,2,3,2,21,3,2,0,11,7,12,22,17,1,6,68,1,13,15,6,10,4,36,48,17,16,1,2,2,0,2,0,13,11,3,2,14,23,46,0,10,3,1,0,5,1,5,7,29,2,1,1,9,0,0,14,0,0,0,6,6,5,9,2,19,15,5,0,2,30,0,1,22,2,9,5,41,12,1,3,42,1,5
"NRM",40,0,16,19,2,8,4,0,4,36,9,5,0,5,4,1,5,5,8,3,5,27,6,1,0,9,2,7,7,4,5,20,10,2,1,2,41,3,1,6,38,9,5,1,59,61,2,4,3,8,6,4,16,5,1,29,43,3,5,5,1,3,0,8,3,0,15,1,0,1,18,6,5,3,8,4,9,19,14,4,3,65,4,10,12,3,7,1,33,45,14,13,4,1,1,3,1,3,10,8,0,5,11,20,43,3,7,0,4,3,2,4,2,4,26,5,4,2,6,3,3,11,3,3,3,3,3,2,6,5,16,12,2,3,1,27,3,4,19,1,6,2,38,9,2,0,39,2,2
"NTK",32,8,8,11,10,0,12,8,12,28,1,3,8,13,4,9,13,13,0,11,3,19,2,9,8,1,6,1,1,12,13,12,2,10,9,6,33,5,9,2,30,1,13,7,51,53,10,12,11,0,2,12,8,13,9,21,35,11,13,3,7,11,8,0,11,8,7,9,8,9,10,14,13,11,0,4,1,11,6,12,5,57,12,2,4,5,1,7,25,37,6,5,12,9,9,11,9,11,2,0,8,13,3,12,35,11,1,8,12,11,6,12,6,4,18,13,12,10,2,11,11,3,11,11,11,5,5,6,2,13,8,4,6,11,9,19,11,12,11,9,2,6,30,1,10,8,31,10,6
"NX0",43,3,19,22,1,11,1,3,1,39,12,8,3,2,7,2,2,2,11,0,8,30,9,2,3,12,5,10,10,1,2,23,13,1,2,5,44,6,2,9,41,12,2,4,62,64,1,1,0,11,9,1,19,2,2,32,46,0,2,8,4,0,3,11,0,3,18,2,3,2,21,3,2,0,11,7,12,22,17,1,6,68,1,13,15,6,10,4,36,48,17,16,1,2,2,0,2,0,13,11,3,2,14,23,46,0,10,3,1,0,5,1,5,7,29,2,1,1,9,0,0,14,0,0,0,6,6,5,9,2,19,15,5,0,2,30,0,1,22,2,9,5,41,12,1,3,42,1,5
"P3N",40,0,16,19,2,8,4,0,4,36,9,5,0,5,4,1,5,5,8,3,5,27,6,1,0,9,2,7,7,4,5,20,10,2,1,2,41,3,1,6,38,9,5,1,59,61,2,4,3,8,6,4,16,5,1,29,43,3,5,5,1,3,0,8,3,0,15,1,0,1,18,6,5,3,8,4,9,19,14,4,3,65,4,10,12,3,7,1,33,45,14,13,4,1,1,3,1,3,10,8,0,5,11,20,43,3,7,0,4,3,2,4,2,4,26,5,4,2,6,3,3,11,3,3,3,3,3,2,6,5,16,12,2,3,1,27,3,4,19,1,6,2,38,9,2,0,39,2,2
"PAK",25,15,1,4,17,7,19,15,19,21,6,10,15,20,11,16,20,20,7,18,10,12,9,16,15,6,13,8,8,19,20,5,5,17,16,13,26,12,16,9,23,6,20,14,44,46,17,19,18,7,9,19,1,20,16,14,28,18,20,10,14,18,15,7,18,15,0,16,15,16,3,21,20,18,7,11,6,4,1,19,12,50,19,5,3,12,8,14,18,30,1,2,19,16,16,18,16,18,5,7,15,20,4,5,28,18,8,15,19,18,13,19,13,11,11,20,19,17,9,18,18,4,18,18,18,12,12,13,9,20,1,3,13,18,16,12,18,19,4,16,9,13,23,6,17,15,24,17,13
"Q1P",41,1,17,20,1,9,3,1,3,37,10,6,1,4,5,0,4,4,9,2,6,28,7,0,1,10,3,8,8,3,4,21,11,1,0,3,42,4,0,7,39,10,4,2,60,62,1,3,2,9,7,3,17,4,0,30,44,2,4,6,2,2,1,9,2,1,16,0,1,0,19,5,4,2,9,5,10,20,15,3,4,66,3,11,13,4,8,2,34,46,15,14,3,0,0,2,0,2,11,9,1,4,12,21,44,2,8,1,3,2,3,3,3,5,27,4,3,1,7,2,2,12,2,2,2,4,4,3,7,4,17,13,3,2,0,28,2,3,20,0,7,3,39,10,1,1,40,1,3
"Q6C",40,0,16,19,2,8,4,0,4,36,9,5,0,5,4,1,5,5,8,3,5,27,6,1,0,9,2,7,7,4,5,20,10,2,1,2,41,3,1,6,38,9,5,1,59,61,2,4,3,8,6,4,16,5,1,29,43,3,5,5,1,3,0,8,3,0,15,1,0,1,18,6,5,3,8,4,9,19,14,4,3,65,4,10,12,3,7,1,33,45,14,13,4,1,1,3,1,3,10,8,0,5,11,20,43,3,7,0,4,3,2,4,2,4,26,5,4,2,6,3,3,11,3,3,3,3,3,2,6,5,16,12,2,3,1,27,3,4,19,1,6,2,38,9,2,0,39,2,2
"QQ9",41,1,17,20,1,9,3,1,3,37,10,6,1,4,5,0,4,4,9,2,6,28,7,0,1,10,3,8,8,3,4,21,11,1,0,3,42,4,0,7,39,10,4,2,60,62,1,3,2,9,7,3,17,4,0,30,44,2,4,6,2,2,1,9,2,1,16,0,1,0,19,5,4,2,9,5,10,20,15,3,4,66,3,11,13,4,8,2,34,46,15,14,3,0,0,2,0,2,11,9,1,4,12,21,44,2,8,1,3,2,3,3,3,5,27,4,3,1,7,2,2,12,2,2,2,4,4,3,7,4,17,13,3,2,0,28,2,3,20,0,7,3,39,10,1,1,40,1,3
"QZ7",22,18,2,1,20,10,22,18,22,18,9,13,18,23,14,19,23,23,10,21,13,9,12,19,18,9,16,11,11,22,23,2,8,20,19,16,23,15,19,12,20,9,23,17,41,43,20,22,21,10,12,22,2,23,19,11,25,21,23,13,17,21,18,10,21,18,3,19,18,19,0,24,23,21,10,14,9,1,4,22,15,47,22,8,6,15,11,17,15,27,4,5,22,19,19,21,19,21,8,10,18,23,7,2,25,21,11,18,22,21,16,22,16,14,8,23,22,20,12,21,21,7,21,21,21,15,15,16,12,23,2,6,16,21,19,9,21,22,1,19,12,16,20,9,20,18,21,20,16
"R5F",46,6,22,25,4,14,2,6,2,42,15,11,6,1,10,5,1,1,14,3,11,33,12,5,6,15,8,13,13,2,1,26,16,4,5,8,47,9,5,12,44,15,1,7,65,67,4,2,3,14,12,2,22,1,5,35,49,3,1,11,7,3,6,14,3,6,21,5,6,5,24,0,1,3,14,10,15,25,20,2,9,71,2,16,18,9,13,7,39,51,20,19,2,5,5,3,5,3,16,14,6,1,17,26,49,3,13,6,2,3,8,2,8,10,32,1,2,4,12,3,3,17,3,3,3,9,9,8,12,1,22,18,8,3,5,33,3,2,25,5,12,8,44,15,4,6,45,4,8
"R6N",45,5,21,24,3,13,1,5,1,41,14,10,5,0,9,4,0,0,13,2,10,32,11,4,5,14,7,12,12,1,0,25,15,3,4,7,46,8,4,11,43,14,0,6,64,66,3,1,2,13,11,1,21,0,4,34,48,2,0,10,6,2,5,13,2,5,20,4,5,4,23,1,0,2,13,9,14,24,19,1,8,70,1,15,17,8,12,6,38,50,19,18,1,4,4,2,4,2,15,13,5,0,16,25,48,2,12,5,1,2,7,1,7,9,31,0,1,3,11,2,2,16,2,2,2,8,8,7,11,0,21,17,7,2,4,32,2,1,24,4,11,7,43,14,3,5,44,3,7
"RBV",43,3,19,22,1,11,1,3,1,39,12,8,3,2,7,2,2,2,11,0,8,30,9,2,3,12,5,10,10,1,2,23,13,1,2,5,44,6,2,9,41,12,2,4,62,64,1,1,0,11,9,1,19,2,2,32,46,0,2,8,4,0,3,11,0,3,18,2,3,2,21,3,2,0,11,7,12,22,17,1,6,68,1,13,15,6,10,4,36,48,17,16,1,2,2,0,2,0,13,11,3,2,14,23,46,0,10,3,1,0,5,1,5,7,29,2,1,1,9,0,0,14,0,0,0,6,6,5,9,2,19,15,5,0,2,30,0,1,22,2,9,5,41,12,1,3,42,1,5
