"","A16","A64","A82","ACE","ADZ","AQV","AV5","B93","BGX","BMS","BPJ","BTK","CBB","CDP","CRF","D00","D01","D7A","D85","DE2","DJ9","E3U","E4T","EEJ","FFJ","FPP","FSK","FTC","FYB","G87","G8X","GAN","GHR","GJ3","GPM","GVM","GWF","GWU","GWW","H6C","HGG","HJX","HM9","HRA","J0A","J3M","JB1","JC0","JD5","JTZ","JX3","K3J","KKG","M03","M9R","MB8","N29","N78","NED","NK0","NND","NS2","NXT","NYW","NZA","P67","P6B","P6F","P8M","PTP","PUH","Q11","Q6D","QE2","RCU","RM0","RR8","RW0","S2J","S75","SVV","SY0","T3M","T7P","TE6","TXW","UFK","UUP","V2Q","VEK","VZ8","W2P","W2Z","W7X","WBQ","XU5","XW7","XXZ","XY6","YC6","YDK","YK2","YMD","YUT","ZBB","ZGZ","ZMM","ZT0","ZZJ","Q1C","SBR","B3Q","M05","EF6","DAQ","A05","BGQ","VDE","NAM","HU4","D76","A87","R13","G3R","CTJ","R3M","U4B","YAH","R5A","DFN","XZ8","H9A","PPB","YGY","H27","PG3"
"HM9",4,1,18,1,10,41,3,2,1,3,2,5,1,23,5,20,14,1,16,26,2,3,19,14,2,4,5,5,4,4,2,0,29,15,2,5,3,57,23,16,8,1,0,1,11,24,1,1,2,3,6,43,9,2,33,2,3,9,3,3,6,9,1,3,8,21,1,18,2,3,2,5,1,15,3,23,1,1,34,3,2,15,1,1,14,2,2,2,28,0,0,5,2,5,2,2,2,0,2,2,4,18,1,3,5,5,8,47,4,5,0,6,4,22,14,1,1,10,2,8,21,4,7,1,7,1,5,5,10,37,19,8,4,12,2,8
"HRA",5,0,17,0,9,40,4,3,0,4,1,4,0,22,6,19,13,0,15,25,1,2,18,13,3,5,4,6,3,3,3,1,28,14,3,4,2,56,22,15,7,0,1,0,10,23,0,2,1,2,5,42,8,3,32,1,2,8,4,4,5,8,0,2,7,20,0,17,1,4,3,4,0,14,4,22,0,2,33,4,1,14,0,0,13,3,3,3,27,1,1,4,3,6,1,1,3,1,3,3,5,17,0,4,4,6,7,46,5,6,1,5,3,21,13,2,2,9,3,7,20,5,6,2,6,2,4,6,9,36,18,7,5,11,1,7
"J0A",15,10,7,10,1,30,14,13,10,14,9,6,10,12,16,9,3,10,5,15,9,8,8,3,13,15,6,16,7,7,13,11,18,4,13,6,8,46,12,5,3,10,11,10,0,13,10,12,9,8,5,32,2,13,22,9,8,2,14,14,5,2,10,8,3,10,10,7,9,14,13,6,10,4,14,12,10,12,23,14,9,4,10,10,3,13,13,13,17,11,11,6,13,16,9,9,13,11,13,13,15,7,10,14,6,16,3,36,15,16,11,5,7,11,3,12,12,1,13,3,10,15,4,12,4,12,6,16,1,26,8,3,15,1,9,3
"J3M",28,23,6,23,14,17,27,26,23,27,22,19,23,1,29,4,10,23,8,2,22,21,5,10,26,28,19,29,20,20,26,24,5,9,26,19,21,33,1,8,16,23,24,23,13,0,23,25,22,21,18,19,15,26,9,22,21,15,27,27,18,15,23,21,16,3,23,6,22,27,26,19,23,9,27,1,23,25,10,27,22,9,23,23,10,26,26,26,4,24,24,19,26,29,22,22,26,24,26,26,28,6,23,27,19,29,16,23,28,29,24,18,20,2,10,25,25,14,26,16,3,28,17,25,17,25,19,29,14,13,5,16,28,12,22,16
"JB1",5,0,17,0,9,40,4,3,0,4,1,4,0,22,6,19,13,0,15,25,1,2,18,13,3,5,4,6,3,3,3,1,28,14,3,4,2,56,22,15,7,0,1,0,10,23,0,2,1,2,5,42,8,3,32,1,2,8,4,4,5,8,0,2,7,20,0,17,1,4,3,4,0,14,4,22,0,2,33,4,1,14,0,0,13,3,3,3,27,1,1,4,3,6,1,1,3,1,3,3,5,17,0,4,4,6,7,46,5,6,1,5,3,21,13,2,2,9,3,7,20,5,6,2,6,2,4,6,9,36,18,7,5,11,1,7
"JC0",3,2,19,2,11,42,2,1,2,2,3,6,2,24,4,21,15,2,17,27,3,4,20,15,1,3,6,4,5,5,1,1,30,16,1,6,4,58,24,17,9,2,1,2,12,25,2,0,3,4,7,44,10,1,34,3,4,10,2,2,7,10,2,4,9,22,2,19,3,2,1,6,2,16,2,24,2,0,35,2,3,16,2,2,15,1,1,1,29,1,1,6,1,4,3,3,1,1,1,1,3,19,2,2,6,4,9,48,3,4,1,7,5,23,15,0,0,11,1,9,22,3,8,0,8,0,6,4,11,38,20,9,3,13,3,9
"JD5",6,1,16,1,8,39,5,4,1,5,0,3,1,21,7,18,12,1,14,24,0,1,17,12,4,6,3,7,2,2,4,2,27,13,4,3,1,55,21,14,6,1,2,1,9,22,1,3,0,1,4,41,7,4,31,0,1,7,5,5,4,7,1,1,6,19,1,16,0,5,4,3,1,13,5,21,1,3,32,5,0,13,1,1,12,4,4,4,26,2,2,3,4,7,0,0,4,2,4,4,6,16,1,5,3,7,6,45,6,7,2,4,2,20,12,3,3,8,4,6,19,6,5,3,5,3,3,7,8,35,17,6,6,10,0,6
"JTZ",7,2,15,2,7,38,6,5,2,6,1,2,2,20,8,17,11,2,13,23,1,0,16,11,5,7,2,8,1,1,5,3,26,12,5,2,0,54,20,13,5,2,3,2,8,21,2,4,1,0,3,40,6,5,30,1,0,6,6,6,3,6,2,0,5,18,2,15,1,6,5,2,2,12,6,20,2,4,31,6,1,12,2,2,11,5,5,5,25,3,3,2,5,8,1,1,5,3,5,5,7,15,2,6,2,8,5,44,7,8,3,3,1,19,11,4,4,7,5,5,18,7,4,4,4,4,2,8,7,34,16,5,7,9,1,5
"JX3",10,5,12,5,4,35,9,8,5,9,4,1,5,17,11,14,8,5,10,20,4,3,13,8,8,10,1,11,2,2,8,6,23,9,8,1,3,51,17,10,2,5,6,5,5,18,5,7,4,3,0,37,3,8,27,4,3,3,9,9,0,3,5,3,2,15,5,12,4,9,8,1,5,9,9,17,5,7,28,9,4,9,5,5,8,8,8,8,22,6,6,1,8,11,4,4,8,6,8,8,10,12,5,9,1,11,2,41,10,11,6,0,2,16,8,7,7,4,8,2,15,10,1,7,1,7,1,11,4,31,13,2,10,6,4,2
"K3J",47,42,25,42,33,2,46,45,42,46,41,38,42,20,48,23,29,42,27,17,41,40,24,29,45,47,38,48,39,39,45,43,14,28,45,38,40,14,20,27,35,42,43,42,32,19,42,44,41,40,37,0,34,45,10,41,40,34,46,46,37,34,42,40,35,22,42,25,41,46,45,38,42,28,46,20,42,44,9,46,41,28,42,42,29,45,45,45,15,43,43,38,45,48,41,41,45,43,45,45,47,25,42,46,38,48,35,4,47,48,43,37,39,21,29,44,44,33,45,35,22,47,36,44,36,44,38,48,33,6,24,35,47,31,41,35
"KKG",13,8,9,8,1,32,12,11,8,12,7,4,8,14,14,11,5,8,7,17,7,6,10,5,11,13,4,14,5,5,11,9,20,6,11,4,6,48,14,7,1,8,9,8,2,15,8,10,7,6,3,34,0,11,24,7,6,0,12,12,3,0,8,6,1,12,8,9,7,12,11,4,8,6,12,14,8,10,25,12,7,6,8,8,5,11,11,11,19,9,9,4,11,14,7,7,11,9,11,11,13,9,8,12,4,14,1,38,13,14,9,3,5,13,5,10,10,1,11,1,12,13,2,10,2,10,4,14,1,28,10,1,13,3,7,1
"M03",2,3,20,3,12,43,1,0,3,1,4,7,3,25,3,22,16,3,18,28,4,5,21,16,0,2,7,3,6,6,0,2,31,17,0,7,5,59,25,18,10,3,2,3,13,26,3,1,4,5,8,45,11,0,35,4,5,11,1,1,8,11,3,5,10,23,3,20,4,1,0,7,3,17,1,25,3,1,36,1,4,17,3,3,16,0,0,0,30,2,2,7,0,3,4,4,0,2,0,0,2,20,3,1,7,3,10,49,2,3,2,8,6,24,16,1,1,12,0,10,23,2,9,1,9,1,7,3,12,39,21,10,2,14,4,10
"M9R",37,32,15,32,23,8,36,35,32,36,31,28,32,10,38,13,19,32,17,7,31,30,14,19,35,37,28,38,29,29,35,33,4,18,35,28,30,24,10,17,25,32,33,32,22,9,32,34,31,30,27,10,24,35,0,31,30,24,36,36,27,24,32,30,25,12,32,15,31,36,35,28,32,18,36,10,32,34,1,36,31,18,32,32,19,35,35,35,5,33,33,28,35,38,31,31,35,33,35,35,37,15,32,36,28,38,25,14,37,38,33,27,29,11,19,34,34,23,35,25,12,37,26,34,26,34,28,38,23,4,14,25,37,21,31,25
"MB8",6,1,16,1,8,39,5,4,1,5,0,3,1,21,7,18,12,1,14,24,0,1,17,12,4,6,3,7,2,2,4,2,27,13,4,3,1,55,21,14,6,1,2,1,9,22,1,3,0,1,4,41,7,4,31,0,1,7,5,5,4,7,1,1,6,19,1,16,0,5,4,3,1,13,5,21,1,3,32,5,0,13,1,1,12,4,4,4,26,2,2,3,4,7,0,0,4,2,4,4,6,16,1,5,3,7,6,45,6,7,2,4,2,20,12,3,3,8,4,6,19,6,5,3,5,3,3,7,8,35,17,6,6,10,0,6
"N29",7,2,15,2,7,38,6,5,2,6,1,2,2,20,8,17,11,2,13,23,1,0,16,11,5,7,2,8,1,1,5,3,26,12,5,2,0,54,20,13,5,2,3,2,8,21,2,4,1,0,3,40,6,5,30,1,0,6,6,6,3,6,2,0,5,18,2,15,1,6,5,2,2,12,6,20,2,4,31,6,1,12,2,2,11,5,5,5,25,3,3,2,5,8,1,1,5,3,5,5,7,15,2,6,2,8,5,44,7,8,3,3,1,19,11,4,4,7,5,5,18,7,4,4,4,4,2,8,7,34,16,5,7,9,1,5
"N78",13,8,9,8,1,32,12,11,8,12,7,4,8,14,14,11,5,8,7,17,7,6,10,5,11,13,4,14,5,5,11,9,20,6,11,4,6,48,14,7,1,8,9,8,2,15,8,10,7,6,3,34,0,11,24,7,6,0,12,12,3,0,8,6,1,12,8,9,7,12,11,4,8,6,12,14,8,10,25,12,7,6,8,8,5,11,11,11,19,9,9,4,11,14,7,7,11,9,11,11,13,9,8,12,4,14,1,38,13,14,9,3,5,13,5,10,10,1,11,1,12,13,2,10,2,10,4,14,1,28,10,1,13,3,7,1
"NED",1,4,21,4,13,44,0,1,4,0,5,8,4,26,2,23,17,4,19,29,5,6,22,17,1,1,8,2,7,7,1,3,32,18,1,8,6,60,26,19,11,4,3,4,14,27,4,2,5,6,9,46,12,1,36,5,6,12,0,0,9,12,4,6,11,24,4,21,5,0,1,8,4,18,0,26,4,2,37,0,5,18,4,4,17,1,1,1,31,3,3,8,1,2,5,5,1,3,1,1,1,21,4,0,8,2,11,50,1,2,3,9,7,25,17,2,2,13,1,11,24,1,10,2,10,2,8,2,13,40,22,11,1,15,5,11
"NK0",1,4,21,4,13,44,0,1,4,0,5,8,4,26,2,23,17,4,19,29,5,6,22,17,1,1,8,2,7,7,1,3,32,18,1,8,6,60,26,19,11,4,3,4,14,27,4,2,5,6,9,46,12,1,36,5,6,12,0,0,9,12,4,6,11,24,4,21,5,0,1,8,4,18,0,26,4,2,37,0,5,18,4,4,17,1,1,1,31,3,3,8,1,2,5,5,1,3,1,1,1,21,4,0,8,2,11,50,1,2,3,9,7,25,17,2,2,13,1,11,24,1,10,2,10,2,8,2,13,40,22,11,1,15,5,11
"NND",10,5,12,5,4,35,9,8,5,9,4,1,5,17,11,14,8,5,10,20,4,3,13,8,8,10,1,11,2,2,8,6,23,9,8,1,3,51,17,10,2,5,6,5,5,18,5,7,4,3,0,37,3,8,27,4,3,3,9,9,0,3,5,3,2,15,5,12,4,9,8,1,5,9,9,17,5,7,28,9,4,9,5,5,8,8,8,8,22,6,6,1,8,11,4,4,8,6,8,8,10,12,5,9,1,11,2,41,10,11,6,0,2,16,8,7,7,4,8,2,15,10,1,7,1,7,1,11,4,31,13,2,10,6,4,2
"NS2",13,8,9,8,1,32,12,11,8,12,7,4,8,14,14,11,5,8,7,17,7,6,10,5,11,13,4,14,5,5,11,9,20,6,11,4,6,48,14,7,1,8,9,8,2,15,8,10,7,6,3,34,0,11,24,7,6,0,12,12,3,0,8,6,1,12,8,9,7,12,11,4,8,6,12,14,8,10,25,12,7,6,8,8,5,11,11,11,19,9,9,4,11,14,7,7,11,9,11,11,13,9,8,12,4,14,1,38,13,14,9,3,5,13,5,10,10,1,11,1,12,13,2,10,2,10,4,14,1,28,10,1,13,3,7,1
"NXT",5,0,17,0,9,40,4,3,0,4,1,4,0,22,6,19,13,0,15,25,1,2,18,13,3,5,4,6,3,3,3,1,28,14,3,4,2,56,22,15,7,0,1,0,10,23,0,2,1,2,5,42,8,3,32,1,2,8,4,4,5,8,0,2,7,20,0,17,1,4,3,4,0,14,4,22,0,2,33,4,1,14,0,0,13,3,3,3,27,1,1,4,3,6,1,1,3,1,3,3,5,17,0,4,4,6,7,46,5,6,1,5,3,21,13,2,2,9,3,7,20,5,6,2,6,2,4,6,9,36,18,7,5,11,1,7
"NYW",7,2,15,2,7,38,6,5,2,6,1,2,2,20,8,17,11,2,13,23,1,0,16,11,5,7,2,8,1,1,5,3,26,12,5,2,0,54,20,13,5,2,3,2,8,21,2,4,1,0,3,40,6,5,30,1,0,6,6,6,3,6,2,0,5,18,2,15,1,6,5,2,2,12,6,20,2,4,31,6,1,12,2,2,11,5,5,5,25,3,3,2,5,8,1,1,5,3,5,5,7,15,2,6,2,8,5,44,7,8,3,3,1,19,11,4,4,7,5,5,18,7,4,4,4,4,2,8,7,34,16,5,7,9,1,5
"NZA",12,7,10,7,2,33,11,10,7,11,6,3,7,15,13,12,6,7,8,18,6,5,11,6,10,12,3,13,4,4,10,8,21,7,10,3,5,49,15,8,0,7,8,7,3,16,7,9,6,5,2,35,1,10,25,6,5,1,11,11,2,1,7,5,0,13,7,10,6,11,10,3,7,7,11,15,7,9,26,11,6,7,7,7,6,10,10,10,20,8,8,3,10,13,6,6,10,8,10,10,12,10,7,11,3,13,0,39,12,13,8,2,4,14,6,9,9,2,10,0,13,12,1,9,1,9,3,13,2,29,11,0,12,4,6,0
"P67",25,20,3,20,11,20,24,23,20,24,19,16,20,2,26,1,7,20,5,5,19,18,2,7,23,25,16,26,17,17,23,21,8,6,23,16,18,36,2,5,13,20,21,20,10,3,20,22,19,18,15,22,12,23,12,19,18,12,24,24,15,12,20,18,13,0,20,3,19,24,23,16,20,6,24,2,20,22,13,24,19,6,20,20,7,23,23,23,7,21,21,16,23,26,19,19,23,21,23,23,25,3,20,24,16,26,13,26,25,26,21,15,17,1,7,22,22,11,23,13,0,25,14,22,14,22,16,26,11,16,2,13,25,9,19,13
"P6B",5,0,17,0,9,40,4,3,0,4,1,4,0,22,6,19,13,0,15,25,1,2,18,13,3,5,4,6,3,3,3,1,28,14,3,4,2,56,22,15,7,0,1,0,10,23,0,2,1,2,5,42,8,3,32,1,2,8,4,4,5,8,0,2,7,20,0,17,1,4,3,4,0,14,4,22,0,2,33,4,1,14,0,0,13,3,3,3,27,1,1,4,3,6,1,1,3,1,3,3,5,17,0,4,4,6,7,46,5,6,1,5,3,21,13,2,2,9,3,7,20,5,6,2,6,2,4,6,9,36,18,7,5,11,1,7
"P6F",22,17,0,17,8,23,21,20,17,21,16,13,17,5,23,2,4,17,2,8,16,15,1,4,20,22,13,23,14,14,20,18,11,3,20,13,15,39,5,2,10,17,18,17,7,6,17,19,16,15,12,25,9,20,15,16,15,9,21,21,12,9,17,15,10,3,17,0,16,21,20,13,17,3,21,5,17,19,16,21,16,3,17,17,4,20,20,20,10,18,18,13,20,23,16,16,20,18,20,20,22,0,17,21,13,23,10,29,22,23,18,12,14,4,4,19,19,8,20,10,3,22,11,19,11,19,13,23,8,19,1,10,22,6,16,10
"P8M",6,1,16,1,8,39,5,4,1,5,0,3,1,21,7,18,12,1,14,24,0,1,17,12,4,6,3,7,2,2,4,2,27,13,4,3,1,55,21,14,6,1,2,1,9,22,1,3,0,1,4,41,7,4,31,0,1,7,5,5,4,7,1,1,6,19,1,16,0,5,4,3,1,13,5,21,1,3,32,5,0,13,1,1,12,4,4,4,26,2,2,3,4,7,0,0,4,2,4,4,6,16,1,5,3,7,6,45,6,7,2,4,2,20,12,3,3,8,4,6,19,6,5,3,5,3,3,7,8,35,17,6,6,10,0,6
"PTP",1,4,21,4,13,44,0,1,4,0,5,8,4,26,2,23,17,4,19,29,5,6,22,17,1,1,8,2,7,7,1,3,32,18,1,8,6,60,26,19,11,4,3,4,14,27,4,2,5,6,9,46,12,1,36,5,6,12,0,0,9,12,4,6,11,24,4,21,5,0,1,8,4,18,0,26,4,2,37,0,5,18,4,4,17,1,1,1,31,3,3,8,1,2,5,5,1,3,1,1,1,21,4,0,8,2,11,50,1,2,3,9,7,25,17,2,2,13,1,11,24,1,10,2,10,2,8,2,13,40,22,11,1,15,5,11
"PUH",2,3,20,3,12,43,1,0,3,1,4,7,3,25,3,22,16,3,18,28,4,5,21,16,0,2,7,3,6,6,0,2,31,17,0,7,5,59,25,18,10,3,2,3,13,26,3,1,4,5,8,45,11,0,35,4,5,11,1,1,8,11,3,5,10,23,3,20,4,1,0,7,3,17,1,25,3,1,36,1,4,17,3,3,16,0,0,0,30,2,2,7,0,3,4,4,0,2,0,0,2,20,3,1,7,3,10,49,2,3,2,8,6,24,16,1,1,12,0,10,23,2,9,1,9,1,7,3,12,39,21,10,2,14,4,10
"Q11",9,4,13,4,5,36,8,7,4,8,3,0,4,18,10,15,9,4,11,21,3,2,14,9,7,9,0,10,1,1,7,5,24,10,7,0,2,52,18,11,3,4,5,4,6,19,4,6,3,2,1,38,4,7,28,3,2,4,8,8,1,4,4,2,3,16,4,13,3,8,7,0,4,10,8,18,4,6,29,8,3,10,4,4,9,7,7,7,23,5,5,0,7,10,3,3,7,5,7,7,9,13,4,8,0,10,3,42,9,10,5,1,1,17,9,6,6,5,7,3,16,9,2,6,2,6,0,10,5,32,14,3,9,7,3,3
"Q6D",5,0,17,0,9,40,4,3,0,4,1,4,0,22,6,19,13,0,15,25,1,2,18,13,3,5,4,6,3,3,3,1,28,14,3,4,2,56,22,15,7,0,1,0,10,23,0,2,1,2,5,42,8,3,32,1,2,8,4,4,5,8,0,2,7,20,0,17,1,4,3,4,0,14,4,22,0,2,33,4,1,14,0,0,13,3,3,3,27,1,1,4,3,6,1,1,3,1,3,3,5,17,0,4,4,6,7,46,5,6,1,5,3,21,13,2,2,9,3,7,20,5,6,2,6,2,4,6,9,36,18,7,5,11,1,7
"QE2",19,14,3,14,5,26,18,17,14,18,13,10,14,8,20,5,1,14,1,11,13,12,4,1,17,19,10,20,11,11,17,15,14,0,17,10,12,42,8,1,7,14,15,14,4,9,14,16,13,12,9,28,6,17,18,13,12,6,18,18,9,6,14,12,7,6,14,3,13,18,17,10,14,0,18,8,14,16,19,18,13,0,14,14,1,17,17,17,13,15,15,10,17,20,13,13,17,15,17,17,19,3,14,18,10,20,7,32,19,20,15,9,11,7,1,16,16,5,17,7,6,19,8,16,8,16,10,20,5,22,4,7,19,3,13,7
"RCU",1,4,21,4,13,44,0,1,4,0,5,8,4,26,2,23,17,4,19,29,5,6,22,17,1,1,8,2,7,7,1,3,32,18,1,8,6,60,26,19,11,4,3,4,14,27,4,2,5,6,9,46,12,1,36,5,6,12,0,0,9,12,4,6,11,24,4,21,5,0,1,8,4,18,0,26,4,2,37,0,5,18,4,4,17,1,1,1,31,3,3,8,1,2,5,5,1,3,1,1,1,21,4,0,8,2,11,50,1,2,3,9,7,25,17,2,2,13,1,11,24,1,10,2,10,2,8,2,13,40,22,11,1,15,5,11
"RM0",27,22,5,22,13,18,26,25,22,26,21,18,22,0,28,3,9,22,7,3,21,20,4,9,25,27,18,28,19,19,25,23,6,8,25,18,20,34,0,7,15,22,23,22,12,1,22,24,21,20,17,20,14,25,10,21,20,14,26,26,17,14,22,20,15,2,22,5,21,26,25,18,22,8,26,0,22,24,11,26,21,8,22,22,9,25,25,25,5,23,23,18,25,28,21,21,25,23,25,25,27,5,22,26,18,28,15,24,27,28,23,17,19,1,9,24,24,13,25,15,2,27,16,24,16,24,18,28,13,14,4,15,27,11,21,15
"RR8",5,0,17,0,9,40,4,3,0,4,1,4,0,22,6,19,13,0,15,25,1,2,18,13,3,5,4,6,3,3,3,1,28,14,3,4,2,56,22,15,7,0,1,0,10,23,0,2,1,2,5,42,8,3,32,1,2,8,4,4,5,8,0,2,7,20,0,17,1,4,3,4,0,14,4,22,0,2,33,4,1,14,0,0,13,3,3,3,27,1,1,4,3,6,1,1,3,1,3,3,5,17,0,4,4,6,7,46,5,6,1,5,3,21,13,2,2,9,3,7,20,5,6,2,6,2,4,6,9,36,18,7,5,11,1,7
"RW0",3,2,19,2,11,42,2,1,2,2,3,6,2,24,4,21,15,2,17,27,3,4,20,15,1,3,6,4,5,5,1,1,30,16,1,6,4,58,24,17,9,2,1,2,12,25,2,0,3,4,7,44,10,1,34,3,4,10,2,2,7,10,2,4,9,22,2,19,3,2,1,6,2,16,2,24,2,0,35,2,3,16,2,2,15,1,1,1,29,1,1,6,1,4,3,3,1,1,1,1,3,19,2,2,6,4,9,48,3,4,1,7,5,23,15,0,0,11,1,9,22,3,8,0,8,0,6,4,11,38,20,9,3,13,3,9
"S2J",38,33,16,33,24,7,37,36,33,37,32,29,33,11,39,14,20,33,18,8,32,31,15,20,36,38,29,39,30,30,36,34,5,19,36,29,31,23,11,18,26,33,34,33,23,10,33,35,32,31,28,9,25,36,1,32,31,25,37,37,28,25,33,31,26,13,33,16,32,37,36,29,33,19,37,11,33,35,0,37,32,19,33,33,20,36,36,36,6,34,34,29,36,39,32,32,36,34,36,36,38,16,33,37,29,39,26,13,38,39,34,28,30,12,20,35,35,24,36,26,13,38,27,35,27,35,29,39,24,3,15,26,38,22,32,26
"S75",1,4,21,4,13,44,0,1,4,0,5,8,4,26,2,23,17,4,19,29,5,6,22,17,1,1,8,2,7,7,1,3,32,18,1,8,6,60,26,19,11,4,3,4,14,27,4,2,5,6,9,46,12,1,36,5,6,12,0,0,9,12,4,6,11,24,4,21,5,0,1,8,4,18,0,26,4,2,37,0,5,18,4,4,17,1,1,1,31,3,3,8,1,2,5,5,1,3,1,1,1,21,4,0,8,2,11,50,1,2,3,9,7,25,17,2,2,13,1,11,24,1,10,2,10,2,8,2,13,40,22,11,1,15,5,11
"SVV",6,1,16,1,8,39,5,4,1,5,0,3,1,21,7,18,12,1,14,24,0,1,17,12,4,6,3,7,2,2,4,2,27,13,4,3,1,55,21,14,6,1,2,1,9,22,1,3,0,1,4,41,7,4,31,0,1,7,5,5,4,7,1,1,6,19,1,16,0,5,4,3,1,13,5,21,1,3,32,5,0,13,1,1,12,4,4,4,26,2,2,3,4,7,0,0,4,2,4,4,6,16,1,5,3,7,6,45,6,7,2,4,2,20,12,3,3,8,4,6,19,6,5,3,5,3,3,7,8,35,17,6,6,10,0,6
"SY0",19,14,3,14,5,26,18,17,14,18,13,10,14,8,20,5,1,14,1,11,13,12,4,1,17,19,10,20,11,11,17,15,14,0,17,10,12,42,8,1,7,14,15,14,4,9,14,16,13,12,9,28,6,17,18,13,12,6,18,18,9,6,14,12,7,6,14,3,13,18,17,10,14,0,18,8,14,16,19,18,13,0,14,14,1,17,17,17,13,15,15,10,17,20,13,13,17,15,17,17,19,3,14,18,10,20,7,32,19,20,15,9,11,7,1,16,16,5,17,7,6,19,8,16,8,16,10,20,5,22,4,7,19,3,13,7
"T3M",5,0,17,0,9,40,4,3,0,4,1,4,0,22,6,19,13,0,15,25,1,2,18,13,3,5,4,6,3,3,3,1,28,14,3,4,2,56,22,15,7,0,1,0,10,23,0,2,1,2,5,42,8,3,32,1,2,8,4,4,5,8,0,2,7,20,0,17,1,4,3,4,0,14,4,22,0,2,33,4,1,14,0,0,13,3,3,3,27,1,1,4,3,6,1,1,3,1,3,3,5,17,0,4,4,6,7,46,5,6,1,5,3,21,13,2,2,9,3,7,20,5,6,2,6,2,4,6,9,36,18,7,5,11,1,7
"T7P",5,0,17,0,9,40,4,3,0,4,1,4,0,22,6,19,13,0,15,25,1,2,18,13,3,5,4,6,3,3,3,1,28,14,3,4,2,56,22,15,7,0,1,0,10,23,0,2,1,2,5,42,8,3,32,1,2,8,4,4,5,8,0,2,7,20,0,17,1,4,3,4,0,14,4,22,0,2,33,4,1,14,0,0,13,3,3,3,27,1,1,4,3,6,1,1,3,1,3,3,5,17,0,4,4,6,7,46,5,6,1,5,3,21,13,2,2,9,3,7,20,5,6,2,6,2,4,6,9,36,18,7,5,11,1,7
"TE6",18,13,4,13,4,27,17,16,13,17,12,9,13,9,19,6,0,13,2,12,12,11,5,0,16,18,9,19,10,10,16,14,15,1,16,9,11,43,9,2,6,13,14,13,3,10,13,15,12,11,8,29,5,16,19,12,11,5,17,17,8,5,13,11,6,7,13,4,12,17,16,9,13,1,17,9,13,15,20,17,12,1,13,13,0,16,16,16,14,14,14,9,16,19,12,12,16,14,16,16,18,4,13,17,9,19,6,33,18,19,14,8,10,8,0,15,15,4,16,6,7,18,7,15,7,15,9,19,4,23,5,6,18,2,12,6
"TXW",2,3,20,3,12,43,1,0,3,1,4,7,3,25,3,22,16,3,18,28,4,5,21,16,0,2,7,3,6,6,0,2,31,17,0,7,5,59,25,18,10,3,2,3,13,26,3,1,4,5,8,45,11,0,35,4,5,11,1,1,8,11,3,5,10,23,3,20,4,1,0,7,3,17,1,25,3,1,36,1,4,17,3,3,16,0,0,0,30,2,2,7,0,3,4,4,0,2,0,0,2,20,3,1,7,3,10,49,2,3,2,8,6,24,16,1,1,12,0,10,23,2,9,1,9,1,7,3,12,39,21,10,2,14,4,10
"UFK",2,3,20,3,12,43,1,0,3,1,4,7,3,25,3,22,16,3,18,28,4,5,21,16,0,2,7,3,6,6,0,2,31,17,0,7,5,59,25,18,10,3,2,3,13,26,3,1,4,5,8,45,11,0,35,4,5,11,1,1,8,11,3,5,10,23,3,20,4,1,0,7,3,17,1,25,3,1,36,1,4,17,3,3,16,0,0,0,30,2,2,7,0,3,4,4,0,2,0,0,2,20,3,1,7,3,10,49,2,3,2,8,6,24,16,1,1,12,0,10,23,2,9,1,9,1,7,3,12,39,21,10,2,14,4,10
"UUP",2,3,20,3,12,43,1,0,3,1,4,7,3,25,3,22,16,3,18,28,4,5,21,16,0,2,7,3,6,6,0,2,31,17,0,7,5,59,25,18,10,3,2,3,13,26,3,1,4,5,8,45,11,0,35,4,5,11,1,1,8,11,3,5,10,23,3,20,4,1,0,7,3,17,1,25,3,1,36,1,4,17,3,3,16,0,0,0,30,2,2,7,0,3,4,4,0,2,0,0,2,20,3,1,7,3,10,49,2,3,2,8,6,24,16,1,1,12,0,10,23,2,9,1,9,1,7,3,12,39,21,10,2,14,4,10
"V2Q",32,27,10,27,18,13,31,30,27,31,26,23,27,5,33,8,14,27,12,2,26,25,9,14,30,32,23,33,24,24,30,28,1,13,30,23,25,29,5,12,20,27,28,27,17,4,27,29,26,25,22,15,19,30,5,26,25,19,31,31,22,19,27,25,20,7,27,10,26,31,30,23,27,13,31,5,27,29,6,31,26,13,27,27,14,30,30,30,0,28,28,23,30,33,26,26,30,28,30,30,32,10,27,31,23,33,20,19,32,33,28,22,24,6,14,29,29,18,30,20,7,32,21,29,21,29,23,33,18,9,9,20,32,16,26,20
"VEK",4,1,18,1,10,41,3,2,1,3,2,5,1,23,5,20,14,1,16,26,2,3,19,14,2,4,5,5,4,4,2,0,29,15,2,5,3,57,23,16,8,1,0,1,11,24,1,1,2,3,6,43,9,2,33,2,3,9,3,3,6,9,1,3,8,21,1,18,2,3,2,5,1,15,3,23,1,1,34,3,2,15,1,1,14,2,2,2,28,0,0,5,2,5,2,2,2,0,2,2,4,18,1,3,5,5,8,47,4,5,0,6,4,22,14,1,1,10,2,8,21,4,7,1,7,1,5,5,10,37,19,8,4,12,2,8
