"","A16","A64","A82","ACE","ADZ","AQV","AV5","B93","BGX","BMS","BPJ","BTK","CBB","CDP","CRF","D00","D01","D7A","D85","DE2","DJ9","E3U","E4T","EEJ","FFJ","FPP","FSK","FTC","FYB","G87","G8X","GAN","GHR","GJ3","GPM","GVM","GWF","GWU","GWW","H6C","HGG","HJX","HM9","HRA","J0A","J3M","JB1","JC0","JD5","JTZ","JX3","K3J","KKG","M03","M9R","MB8","N29","N78","NED","NK0","NND","NS2","NXT","NYW","NZA","P67","P6B","P6F","P8M","PTP","PUH","Q11","Q6D","QE2","RCU","RM0","RR8","RW0","S2J","S75","SVV","SY0","T3M","T7P","TE6","TXW","UFK","UUP","V2Q","VEK","VZ8","W2P","W2Z","W7X","WBQ","XU5","XW7","XXZ","XY6","YC6","YDK","YK2","YMD","YUT","ZBB","ZGZ","ZMM","ZT0","ZZJ","Q1C","SBR","B3Q","M05","EF6","DAQ","A05","BGQ","VDE","NAM","HU4","D76","A87","R13","G3R","CTJ","R3M","U4B","YAH","R5A","DFN","XZ8","H9A","PPB","YGY","H27","PG3"
"WBQ",1,1,1,0,1,1,1,0,0,1,0,0,2,2,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,2,1,1,1,2,1,0,1,0,2,0,2,0,0,2,0,1,0,0,0,1,1,0,0,0,1,0,1,0,2,2,1,1,2,1,0,0,0,2,0,1,1,0,2,0,0,0,2,0,0,1,2,0,1,1,0,0,2,0,0,0,2,1,0,1,0,0,2,1,1,1,0,2,0,1,1,1,1,0,2,1,1,0,1,0,2,1,1,1,2,0
"XU5",2,0,3,2,2,2,0,1,3,3,3,1,2,2,3,3,2,3,4,3,3,2,3,3,2,2,3,2,2,3,2,2,1,4,3,1,1,1,1,1,2,2,4,2,2,3,2,3,3,3,3,3,3,2,2,3,3,1,2,1,2,3,2,2,2,2,4,1,2,1,1,2,2,2,2,2,4,2,2,2,2,1,2,1,2,3,0,1,1,2,3,0,1,1,1,0,1,3,0,4,2,2,1,2,2,2,1,1,3,3,3,2,2,2,1,4,2,2,2,2,3,2,0,2,2,3,3,2,2,1,2,4,1,1,2,2
"XW7",2,1,2,3,1,1,1,2,4,2,4,1,1,1,2,2,3,4,3,4,2,3,2,2,3,3,4,3,3,2,3,3,0,3,2,1,2,2,2,2,3,3,3,2,3,2,1,2,2,2,2,4,2,3,1,4,2,2,2,0,3,2,3,3,3,1,3,2,3,2,2,3,3,3,1,1,3,3,1,2,3,2,3,0,3,2,1,2,0,3,4,0,0,2,2,1,0,4,1,3,3,3,0,2,3,3,0,2,4,2,4,3,1,1,2,3,3,1,3,3,2,3,1,3,1,2,2,3,3,2,1,3,2,2,1,3
"XXZ",1,3,2,1,2,3,3,2,0,1,0,2,3,3,2,2,0,0,1,0,2,1,1,2,0,0,0,0,1,2,1,0,4,1,2,1,1,2,2,2,1,0,1,0,0,2,3,2,2,2,1,0,1,1,2,0,2,1,0,4,1,1,0,0,1,3,1,1,1,1,2,1,1,1,2,2,1,1,3,1,1,2,0,4,0,2,2,1,3,0,0,0,4,1,0,3,4,0,3,1,1,1,3,0,1,0,3,2,0,2,0,1,3,3,2,1,0,3,0,1,2,1,3,1,3,2,2,1,1,0,3,1,2,2,3,1
"XY6",2,0,3,2,2,2,0,1,3,3,3,1,2,2,3,3,2,3,4,3,3,2,3,3,2,2,3,2,2,3,2,2,1,4,3,1,1,1,1,1,2,2,4,2,2,3,2,3,3,3,3,3,3,2,2,3,3,1,2,1,2,3,2,2,2,2,4,1,2,1,1,2,2,2,2,2,4,2,2,2,2,1,2,1,2,3,0,1,1,2,3,0,1,1,1,0,1,3,0,4,2,2,1,2,2,2,1,1,3,3,3,2,2,2,1,4,2,2,2,2,3,2,0,2,2,3,3,2,2,1,2,4,1,1,2,2
"YC6",1,4,1,2,1,2,4,3,1,0,1,2,2,2,1,1,1,1,0,1,1,2,0,1,1,1,1,1,2,1,2,1,3,0,1,1,2,3,3,3,2,1,0,0,1,1,2,1,1,1,0,1,0,2,1,1,1,2,0,3,2,0,1,1,2,2,0,2,2,2,3,2,2,2,1,1,0,2,2,1,2,3,1,3,1,1,3,2,2,1,1,0,3,2,1,4,3,1,4,0,2,2,2,0,2,1,2,3,1,1,1,2,2,2,3,0,1,2,1,2,1,2,4,2,2,1,1,2,2,1,2,0,3,3,2,2
"YDK",2,2,3,0,1,2,2,1,1,1,1,1,4,4,1,1,0,1,2,1,1,0,1,1,0,0,1,0,0,3,0,0,3,2,1,0,0,1,1,1,0,0,2,1,0,3,2,1,3,3,1,1,1,0,2,1,3,0,0,3,0,1,0,0,0,2,2,1,0,1,1,0,2,0,2,2,2,2,2,2,0,1,0,3,0,1,2,1,3,0,1,0,3,1,0,2,3,1,2,2,0,0,3,1,0,0,3,1,1,1,1,0,4,2,1,2,0,4,0,2,1,2,2,0,4,1,1,2,2,0,4,2,1,3,4,0
"YK2",2,2,3,0,1,2,2,1,1,1,1,1,4,4,1,1,0,1,2,1,1,0,1,1,0,0,1,0,0,3,0,0,3,2,1,0,0,1,1,1,0,0,2,1,0,3,2,1,3,3,1,1,1,0,2,1,3,0,0,3,0,1,0,0,0,2,2,1,0,1,1,0,2,0,2,2,2,2,2,2,0,1,0,3,0,1,2,1,3,0,1,0,3,1,0,2,3,1,2,2,0,0,3,1,0,0,3,1,1,1,1,0,4,2,1,2,0,4,0,2,1,2,2,0,4,1,1,2,2,0,4,2,1,3,4,0
"YMD",1,1,1,3,1,1,1,2,3,2,3,1,0,0,2,2,3,3,2,3,2,3,2,2,3,3,3,3,3,1,3,3,0,2,2,1,2,2,2,2,3,3,2,1,3,1,1,2,1,1,2,3,2,3,1,3,1,2,2,0,3,2,3,3,3,1,2,2,3,2,2,3,2,3,1,1,2,2,1,1,3,2,3,0,3,2,1,2,0,3,3,0,0,2,2,1,0,3,1,2,3,3,0,1,3,3,0,2,3,2,3,3,0,1,2,2,3,0,3,2,2,2,1,3,0,2,2,2,2,2,0,2,2,1,0,3
"YUT",0,2,1,1,1,2,2,2,0,0,0,2,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,2,0,1,1,1,2,2,2,1,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,2,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,2,0,2,0,1,1,1,1,0,0,0,2,1,0,2,2,0,2,0,1,1,1,0,1,0,1,1,0,1,0,1,1,2,1,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,1,0,1,1,1,1
"ZBB",2,2,3,0,1,2,2,1,1,1,1,1,4,4,1,1,0,1,2,1,1,0,1,1,0,0,1,0,0,3,0,0,3,2,1,0,0,1,1,1,0,0,2,1,0,3,2,1,3,3,1,1,1,0,2,1,3,0,0,3,0,1,0,0,0,2,2,1,0,1,1,0,2,0,2,2,2,2,2,2,0,1,0,3,0,1,2,1,3,0,1,0,3,1,0,2,3,1,2,2,0,0,3,1,0,0,3,1,1,1,1,0,4,2,1,2,0,4,0,2,1,2,2,0,4,1,1,2,2,0,4,2,1,3,4,0
"ZGZ",1,2,2,0,1,2,2,1,0,1,0,1,3,3,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,0,3,1,1,0,0,1,1,1,0,0,1,0,0,2,2,1,2,2,1,0,1,0,2,0,2,0,0,3,0,1,0,0,0,2,1,1,0,1,1,0,1,0,2,2,1,1,2,1,0,1,0,3,0,1,2,1,3,0,0,0,3,1,0,2,3,0,2,1,0,0,3,0,0,0,3,1,0,1,0,0,3,2,1,1,0,3,0,1,1,1,2,0,3,1,1,1,1,0,3,1,1,2,3,0
"ZMM",1,1,1,3,1,1,1,2,3,2,3,1,0,0,2,2,3,3,2,3,2,3,2,2,3,3,3,3,3,1,3,3,0,2,2,1,2,2,2,2,3,3,2,1,3,1,1,2,1,1,2,3,2,3,1,3,1,2,2,0,3,2,3,3,3,1,2,2,3,2,2,3,2,3,1,1,2,2,1,1,3,2,3,0,3,2,1,2,0,3,3,0,0,2,2,1,0,3,1,2,3,3,0,1,3,3,0,2,3,2,3,3,0,1,2,2,3,0,3,2,2,2,1,3,0,2,2,2,2,2,0,2,2,1,0,3
"ZT0",1,1,4,1,2,3,1,2,2,2,2,2,3,3,2,2,1,2,3,2,2,1,2,2,1,1,2,1,1,4,1,1,2,3,2,1,1,2,2,2,1,1,3,2,1,2,3,2,4,2,2,2,2,1,1,2,2,1,1,2,1,2,1,1,1,3,3,2,1,2,0,1,1,1,1,1,3,1,1,1,1,2,1,2,1,2,1,2,2,1,2,0,2,2,1,1,2,2,1,3,1,1,2,1,1,1,2,0,2,2,2,1,3,3,0,3,1,3,1,1,2,1,1,1,3,2,2,3,1,0,3,3,0,2,3,1
"ZZJ",1,3,2,1,2,3,3,2,0,1,0,2,3,3,2,2,0,0,1,0,2,1,1,2,0,0,0,0,1,2,1,0,4,1,2,1,1,2,2,2,1,0,1,0,0,2,3,2,2,2,1,0,1,1,2,0,2,1,0,4,1,1,0,0,1,3,1,1,1,1,2,1,1,1,2,2,1,1,3,1,1,2,0,4,0,2,2,1,3,0,0,0,4,1,0,3,4,0,3,1,1,1,3,0,1,0,3,2,0,2,0,1,3,3,2,1,0,3,0,1,2,1,3,1,3,2,2,1,1,0,3,1,2,2,3,1
"Q1C",2,3,2,1,0,1,3,2,2,0,2,1,3,3,0,0,1,2,1,2,0,1,0,0,1,1,2,1,1,2,1,1,2,1,0,0,1,2,2,2,1,1,1,1,1,2,1,0,2,2,0,2,0,1,1,2,2,1,0,2,1,0,1,1,1,1,1,2,1,2,2,1,3,1,1,1,1,3,1,2,1,2,1,2,1,0,3,2,2,1,2,0,2,2,1,3,2,2,3,1,1,1,2,1,1,1,2,2,2,0,2,1,3,1,2,1,1,3,1,3,0,3,3,1,3,0,0,3,3,1,3,1,2,4,3,1
"SBR",1,3,2,1,2,3,3,2,0,1,0,2,3,3,2,2,0,0,1,0,2,1,1,2,0,0,0,0,1,2,1,0,4,1,2,1,1,2,2,2,1,0,1,0,0,2,3,2,2,2,1,0,1,1,2,0,2,1,0,4,1,1,0,0,1,3,1,1,1,1,2,1,1,1,2,2,1,1,3,1,1,2,0,4,0,2,2,1,3,0,0,0,4,1,0,3,4,0,3,1,1,1,3,0,1,0,3,2,0,2,0,1,3,3,2,1,0,3,0,1,2,1,3,1,3,2,2,1,1,0,3,1,2,2,3,1
"B3Q",2,2,3,0,1,2,2,1,1,1,1,1,4,4,1,1,0,1,2,1,1,0,1,1,0,0,1,0,0,3,0,0,3,2,1,0,0,1,1,1,0,0,2,1,0,3,2,1,3,3,1,1,1,0,2,1,3,0,0,3,0,1,0,0,0,2,2,1,0,1,1,0,2,0,2,2,2,2,2,2,0,1,0,3,0,1,2,1,3,0,1,0,3,1,0,2,3,1,2,2,0,0,3,1,0,0,3,1,1,1,1,0,4,2,1,2,0,4,0,2,1,2,2,0,4,1,1,2,2,0,4,2,1,3,4,0
"M05",1,2,1,4,2,2,2,3,3,2,3,2,0,0,3,3,3,3,2,3,3,4,2,3,3,3,3,3,4,1,4,3,1,2,3,2,3,3,3,3,4,3,2,1,3,1,2,3,1,1,2,3,2,4,1,3,1,3,2,1,4,2,3,3,4,2,2,2,4,2,3,4,2,4,1,1,2,2,2,1,4,3,3,1,3,3,1,2,0,3,3,0,1,2,2,2,1,3,2,2,4,4,0,1,4,3,0,3,3,3,3,4,0,2,3,2,3,0,3,2,3,2,2,4,0,3,3,2,2,2,0,2,3,1,0,4
"EF6",3,2,1,2,0,0,2,1,3,1,3,0,2,2,1,1,2,3,2,3,1,2,1,1,2,2,3,2,2,1,2,2,1,2,1,0,1,1,1,1,2,2,2,1,2,3,0,1,1,3,1,3,1,2,2,3,3,1,1,1,2,1,2,2,2,0,2,1,2,1,3,2,4,2,2,2,2,4,2,3,2,1,2,1,2,1,2,1,1,2,3,0,1,1,1,2,1,3,2,2,2,2,1,2,2,2,1,3,3,1,3,2,2,0,3,2,2,2,2,4,1,4,2,2,2,1,1,2,4,2,2,2,3,3,2,2
"DAQ",1,1,4,1,2,3,1,2,2,2,2,2,3,3,2,2,1,2,3,2,2,1,2,2,1,1,2,1,1,4,1,1,2,3,2,1,1,2,2,2,1,1,3,2,1,2,3,2,4,2,2,2,2,1,1,2,2,1,1,2,1,2,1,1,1,3,3,2,1,2,0,1,1,1,1,1,3,1,1,1,1,2,1,2,1,2,1,2,2,1,2,0,2,2,1,1,2,2,1,3,1,1,2,1,1,1,2,0,2,2,2,1,3,3,0,3,1,3,1,1,2,1,1,1,3,2,2,3,1,0,3,3,0,2,3,1
"A05",1,4,1,2,1,2,4,3,1,0,1,2,2,2,1,1,1,1,0,1,1,2,0,1,1,1,1,1,2,1,2,1,3,0,1,1,2,3,3,3,2,1,0,0,1,1,2,1,1,1,0,1,0,2,1,1,1,2,0,3,2,0,1,1,2,2,0,2,2,2,3,2,2,2,1,1,0,2,2,1,2,3,1,3,1,1,3,2,2,1,1,0,3,2,1,4,3,1,4,0,2,2,2,0,2,1,2,3,1,1,1,2,2,2,3,0,1,2,1,2,1,2,4,2,2,1,1,2,2,1,2,0,3,3,2,2
"BGQ",1,2,2,0,1,2,2,1,0,1,0,1,3,3,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,0,3,1,1,0,0,1,1,1,0,0,1,0,0,2,2,1,2,2,1,0,1,0,2,0,2,0,0,3,0,1,0,0,0,2,1,1,0,1,1,0,1,0,2,2,1,1,2,1,0,1,0,3,0,1,2,1,3,0,0,0,3,1,0,2,3,0,2,1,0,0,3,0,0,0,3,1,0,1,0,0,3,2,1,1,0,3,0,1,1,1,2,0,3,1,1,1,1,0,3,1,1,2,3,0
"VDE",1,2,1,4,2,2,2,3,3,2,3,2,0,0,3,3,3,3,2,3,3,4,2,3,3,3,3,3,4,1,4,3,1,2,3,2,3,3,3,3,4,3,2,1,3,1,2,3,1,1,2,3,2,4,1,3,1,3,2,1,4,2,3,3,4,2,2,2,4,2,3,4,2,4,1,1,2,2,2,1,4,3,3,1,3,3,1,2,0,3,3,0,1,2,2,2,1,3,2,2,4,4,0,1,4,3,0,3,3,3,3,4,0,2,3,2,3,0,3,2,3,2,2,4,0,3,3,2,2,2,0,2,3,1,0,4
"NAM",1,2,2,0,1,2,2,1,0,1,0,1,3,3,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,0,3,1,1,0,0,1,1,1,0,0,1,0,0,2,2,1,2,2,1,0,1,0,2,0,2,0,0,3,0,1,0,0,0,2,1,1,0,1,1,0,1,0,2,2,1,1,2,1,0,1,0,3,0,1,2,1,3,0,0,0,3,1,0,2,3,0,2,1,0,0,3,0,0,0,3,1,0,1,0,0,3,2,1,1,0,3,0,1,1,1,2,0,3,1,1,1,1,0,3,1,1,2,3,0
"HU4",0,2,3,2,3,4,2,3,1,2,1,3,2,2,3,3,1,1,2,1,3,2,2,3,1,1,1,1,2,3,2,1,3,2,3,2,2,3,3,3,2,1,2,1,1,1,4,3,3,1,2,1,2,2,1,1,1,2,1,3,2,2,1,1,2,4,2,2,2,2,1,2,0,2,1,1,2,0,2,0,2,3,1,3,1,3,1,2,2,1,1,0,3,2,1,2,3,1,2,2,2,2,2,0,2,1,2,1,1,3,1,2,2,4,1,2,1,2,1,0,3,0,2,2,2,3,3,2,0,0,2,2,1,1,2,2
"D76",2,3,2,1,0,1,3,2,2,0,2,1,3,3,0,0,1,2,1,2,0,1,0,0,1,1,2,1,1,2,1,1,2,1,0,0,1,2,2,2,1,1,1,1,1,2,1,0,2,2,0,2,0,1,1,2,2,1,0,2,1,0,1,1,1,1,1,2,1,2,2,1,3,1,1,1,1,3,1,2,1,2,1,2,1,0,3,2,2,1,2,0,2,2,1,3,2,2,3,1,1,1,2,1,1,1,2,2,2,0,2,1,3,1,2,1,1,3,1,3,0,3,3,1,3,0,0,3,3,1,3,1,2,4,3,1
"A87",0,2,3,2,3,4,2,3,1,2,1,3,2,2,3,3,1,1,2,1,3,2,2,3,1,1,1,1,2,3,2,1,3,2,3,2,2,3,3,3,2,1,2,1,1,1,4,3,3,1,2,1,2,2,1,1,1,2,1,3,2,2,1,1,2,4,2,2,2,2,1,2,0,2,1,1,2,0,2,0,2,3,1,3,1,3,1,2,2,1,1,0,3,2,1,2,3,1,2,2,2,2,2,0,2,1,2,1,1,3,1,2,2,4,1,2,1,2,1,0,3,0,2,2,2,3,3,2,0,0,2,2,1,1,2,2
"R13",2,0,3,2,2,2,0,1,3,3,3,1,2,2,3,3,2,3,4,3,3,2,3,3,2,2,3,2,2,3,2,2,1,4,3,1,1,1,1,1,2,2,4,2,2,3,2,3,3,3,3,3,3,2,2,3,3,1,2,1,2,3,2,2,2,2,4,1,2,1,1,2,2,2,2,2,4,2,2,2,2,1,2,1,2,3,0,1,1,2,3,0,1,1,1,0,1,3,0,4,2,2,1,2,2,2,1,1,3,3,3,2,2,2,1,4,2,2,2,2,3,2,0,2,2,3,3,2,2,1,2,4,1,1,2,2
"G3R",2,2,3,0,1,2,2,1,1,1,1,1,4,4,1,1,0,1,2,1,1,0,1,1,0,0,1,0,0,3,0,0,3,2,1,0,0,1,1,1,0,0,2,1,0,3,2,1,3,3,1,1,1,0,2,1,3,0,0,3,0,1,0,0,0,2,2,1,0,1,1,0,2,0,2,2,2,2,2,2,0,1,0,3,0,1,2,1,3,0,1,0,3,1,0,2,3,1,2,2,0,0,3,1,0,0,3,1,1,1,1,0,4,2,1,2,0,4,0,2,1,2,2,0,4,1,1,2,2,0,4,2,1,3,4,0
"CTJ",1,2,1,4,2,2,2,3,3,2,3,2,0,0,3,3,3,3,2,3,3,4,2,3,3,3,3,3,4,1,4,3,1,2,3,2,3,3,3,3,4,3,2,1,3,1,2,3,1,1,2,3,2,4,1,3,1,3,2,1,4,2,3,3,4,2,2,2,4,2,3,4,2,4,1,1,2,2,2,1,4,3,3,1,3,3,1,2,0,3,3,0,1,2,2,2,1,3,2,2,4,4,0,1,4,3,0,3,3,3,3,4,0,2,3,2,3,0,3,2,3,2,2,4,0,3,3,2,2,2,0,2,3,1,0,4
"R3M",2,3,2,1,0,1,3,2,2,0,2,1,3,3,0,0,1,2,1,2,0,1,0,0,1,1,2,1,1,2,1,1,2,1,0,0,1,2,2,2,1,1,1,1,1,2,1,0,2,2,0,2,0,1,1,2,2,1,0,2,1,0,1,1,1,1,1,2,1,2,2,1,3,1,1,1,1,3,1,2,1,2,1,2,1,0,3,2,2,1,2,0,2,2,1,3,2,2,3,1,1,1,2,1,1,1,2,2,2,0,2,1,3,1,2,1,1,3,1,3,0,3,3,1,3,0,0,3,3,1,3,1,2,4,3,1
"U4B",2,3,2,1,0,1,3,2,2,0,2,1,3,3,0,0,1,2,1,2,0,1,0,0,1,1,2,1,1,2,1,1,2,1,0,0,1,2,2,2,1,1,1,1,1,2,1,0,2,2,0,2,0,1,1,2,2,1,0,2,1,0,1,1,1,1,1,2,1,2,2,1,3,1,1,1,1,3,1,2,1,2,1,2,1,0,3,2,2,1,2,0,2,2,1,3,2,2,3,1,1,1,2,1,1,1,2,2,2,0,2,1,3,1,2,1,1,3,1,3,0,3,3,1,3,0,0,3,3,1,3,1,2,4,3,1
"YAH",2,2,1,2,2,2,2,1,1,2,1,1,2,2,3,3,1,1,2,1,3,2,2,3,1,1,1,1,2,1,2,1,3,2,3,1,1,1,1,1,2,1,2,0,1,3,2,3,1,3,2,1,2,2,3,1,3,1,1,3,2,2,1,1,2,2,2,0,2,0,3,2,2,2,3,3,2,2,4,2,2,1,1,3,1,3,1,0,2,1,1,0,3,0,0,2,3,1,2,2,2,2,2,1,2,1,2,3,1,3,1,2,2,2,3,2,1,2,1,2,3,2,2,2,2,3,3,0,2,1,2,2,3,1,2,2
"R5A",0,2,3,2,3,4,2,3,1,2,1,3,2,2,3,3,1,1,2,1,3,2,2,3,1,1,1,1,2,3,2,1,3,2,3,2,2,3,3,3,2,1,2,1,1,1,4,3,3,1,2,1,2,2,1,1,1,2,1,3,2,2,1,1,2,4,2,2,2,2,1,2,0,2,1,1,2,0,2,0,2,3,1,3,1,3,1,2,2,1,1,0,3,2,1,2,3,1,2,2,2,2,2,0,2,1,2,1,1,3,1,2,2,4,1,2,1,2,1,0,3,0,2,2,2,3,3,2,0,0,2,2,1,1,2,2
"DFN",0,1,2,0,1,2,1,1,0,1,0,1,2,2,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,2,0,0,2,1,1,0,0,1,1,1,0,0,1,0,0,1,2,1,2,1,1,0,1,0,1,0,1,0,0,2,0,1,0,0,0,2,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,2,0,1,1,1,2,0,0,0,2,1,0,1,2,0,1,1,0,0,2,0,0,0,2,0,0,1,0,0,2,2,0,1,0,2,0,0,1,0,1,0,2,1,1,1,0,0,2,1,0,1,2,0
"XZ8",1,2,1,4,2,2,2,3,3,2,3,2,0,0,3,3,3,3,2,3,3,4,2,3,3,3,3,3,4,1,4,3,1,2,3,2,3,3,3,3,4,3,2,1,3,1,2,3,1,1,2,3,2,4,1,3,1,3,2,1,4,2,3,3,4,2,2,2,4,2,3,4,2,4,1,1,2,2,2,1,4,3,3,1,3,3,1,2,0,3,3,0,1,2,2,2,1,3,2,2,4,4,0,1,4,3,0,3,3,3,3,4,0,2,3,2,3,0,3,2,3,2,2,4,0,3,3,2,2,2,0,2,3,1,0,4
"H9A",1,4,1,2,1,2,4,3,1,0,1,2,2,2,1,1,1,1,0,1,1,2,0,1,1,1,1,1,2,1,2,1,3,0,1,1,2,3,3,3,2,1,0,0,1,1,2,1,1,1,0,1,0,2,1,1,1,2,0,3,2,0,1,1,2,2,0,2,2,2,3,2,2,2,1,1,0,2,2,1,2,3,1,3,1,1,3,2,2,1,1,0,3,2,1,4,3,1,4,0,2,2,2,0,2,1,2,3,1,1,1,2,2,2,3,0,1,2,1,2,1,2,4,2,2,1,1,2,2,1,2,0,3,3,2,2
"PPB",1,1,4,1,2,3,1,2,2,2,2,2,3,3,2,2,1,2,3,2,2,1,2,2,1,1,2,1,1,4,1,1,2,3,2,1,1,2,2,2,1,1,3,2,1,2,3,2,4,2,2,2,2,1,1,2,2,1,1,2,1,2,1,1,1,3,3,2,1,2,0,1,1,1,1,1,3,1,1,1,1,2,1,2,1,2,1,2,2,1,2,0,2,2,1,1,2,2,1,3,1,1,2,1,1,1,2,0,2,2,2,1,3,3,0,3,1,3,1,1,2,1,1,1,3,2,2,3,1,0,3,3,0,2,3,1
"YGY",1,1,2,3,3,3,1,2,2,3,2,2,1,1,4,4,2,2,3,2,4,3,3,4,2,2,2,2,3,2,3,2,2,3,4,2,2,2,2,2,3,2,3,1,2,2,3,4,2,2,3,2,3,3,2,2,2,2,2,2,3,3,2,2,3,3,3,1,3,1,2,3,1,3,2,2,3,1,3,1,3,2,2,2,2,4,0,1,1,2,2,0,2,1,1,1,2,2,1,3,3,3,1,1,3,2,1,2,2,4,2,3,1,3,2,3,2,1,2,1,4,1,1,3,1,4,4,1,1,1,1,3,2,0,1,3
"H27",1,2,1,4,2,2,2,3,3,2,3,2,0,0,3,3,3,3,2,3,3,4,2,3,3,3,3,3,4,1,4,3,1,2,3,2,3,3,3,3,4,3,2,1,3,1,2,3,1,1,2,3,2,4,1,3,1,3,2,1,4,2,3,3,4,2,2,2,4,2,3,4,2,4,1,1,2,2,2,1,4,3,3,1,3,3,1,2,0,3,3,0,1,2,2,2,1,3,2,2,4,4,0,1,4,3,0,3,3,3,3,4,0,2,3,2,3,0,3,2,3,2,2,4,0,3,3,2,2,2,0,2,3,1,0,4
"PG3",2,2,3,0,1,2,2,1,1,1,1,1,4,4,1,1,0,1,2,1,1,0,1,1,0,0,1,0,0,3,0,0,3,2,1,0,0,1,1,1,0,0,2,1,0,3,2,1,3,3,1,1,1,0,2,1,3,0,0,3,0,1,0,0,0,2,2,1,0,1,1,0,2,0,2,2,2,2,2,2,0,1,0,3,0,1,2,1,3,0,1,0,3,1,0,2,3,1,2,2,0,0,3,1,0,0,3,1,1,1,1,0,4,2,1,2,0,4,0,2,1,2,2,0,4,1,1,2,2,0,4,2,1,3,4,0
